"CD_A","PER","ENT","CON","V_SEL","N_HOG","N_REN","S3P1","S3P1_2","S3P2","S3P2_ES","S3P3","S3P4_1","S3P4_2","S3P4_3","S3P4_4","S3P4_5","S3P4_6","S3P4_7","S3P5","S3P5_ES","S3P6","S3P7","S3P7_1_1","S3P7_1_2","S3P7_1_3","S3P7_1_4","S3P7_1_5","S3P7_2_1","S3P7_2_2","S3P7_2_3","S3P7_2_4","S3P7_2_5","S3P8","S3P9","S3P10","S3P11_ES","S3P12_C","S3P12_ES","S3P13_ES","S3P14_C","S3P14_ES","S3P15","S4P1_1","S4P1_2","S4P1_3","S4P1_4","S4P1_5","S4P1_6","S4P1_7","S4P1_8","S4P1_1_1A","S4P1_1_2A","S4P1_1_3A","S4P1_1_4A","S4P1_1_5A","S4P1_1_6A","S4P1_1_7A","S4P1_1_8A","S4P1_1_ESA","S4P1_1_1B","S4P1_1_2B","S4P1_1_3B,N,1,0","S4P1_1_4B,N,1,0","S4P1_1_5B,N,1,0","S4P1_1_6B,N,1,0","S4P1_1_7B,N,1,0","S4P1_1_8B,N,1,0","S4P1_1_ESB,C,50","S4P1_1_1C,N,1,0","S4P1_1_2C,N,1,0","S4P1_1_3C,N,1,0","S4P1_1_4C,N,1,0","S4P1_1_5C,N,1,0","S4P1_1_6C,N,1,0","S4P1_1_7C,N,1,0","S4P1_1_8C,N,1,0","S4P1_1_ESC,C,50","S4P1_2_1,N,1,0","S4P1_2_2,N,1,0","S4P1_2_3,N,1,0","S4P1_2_4,N,1,0","S4P1_2_5,N,1,0","S4P1_2_6,N,1,0","S4P1_2_7,N,1,0","S4P2_1,N,1,0","S4P2_2,N,1,0","S4P2_3,N,1,0","S4P2_4,N,1,0","S4P2_5,N,1,0","S4P2_6,N,1,0","S4P2_7,N,1,0","S4P2_8,N,1,0","S4P3_1,N,1,0","S4P3_2,N,1,0","S4P3_3,N,1,0","S4P3_4,N,1,0","S4P3_5,N,1,0","S4P3_6,N,1,0","S4P3_7,N,1,0","S4P3_8,N,1,0","S4P3_9,N,1,0","S4P4,N,3,0","S4P4_1,N,3,0","S4P4_2,N,3,0","S4P4_3,N,3,0","S4P4_4,N,3,0","S4P5,N,3,0","S4P5_1,N,3,0","S4P5_2,N,3,0","S4P5_3,N,3,0","S4P5_4,N,3,0","S4P6,N,1,0","S4P6_1,N,2,0","S4P6_2,N,2,0","S4P6_3,N,2,0","S4P6_4,N,2,0","S4P6_5,N,2,0","S4P7,N,1,0","S4P7_1,N,2,0","S4P7_2,N,2,0","S4P7_3,N,2,0","S4P7_4,N,2,0","S4P7_5,N,2,0","S4P8,N,1,0","S4P8_1_1,N,2,0","S4P8_1_2,N,2,0","S4P8_1_ES,C,50","S4P9,N,1,0","S4P10,N,1,0","S4P10_1,N,3,0","S4P11_1,N,1,0","S4P11_2,N,1,0","S4P11_3,N,1,0","S4P11_4,N,1,0","S4P11_5,N,1,0","S4P11_6,N,1,0","S4P11_7,N,1,0","S4P11_8,N,1,0","S4P11_9,N,1,0","S4P11_10,N,1,0","S4P11_11,N,1,0","S4P11_12,N,1,0","S4P11_13,N,1,0","S4P11_14,N,1,0","S4P11_15,N,1,0","S4P11_16,N,1,0","S4P11_17,N,1,0","S4P11_ES,C,50","S4P12_1,N,1,0","S4P12_2,N,1,0","S4P12_3,N,1,0","S4P12_4,N,1,0","S4P12_5,N,1,0","S4P12_6,N,1,0","S4P12_7,N,1,0","S4P12_8,N,1,0","S4P12_9,N,1,0","S4P12_10,N,1,0","S4P12_1_1,N,1,0","S4P12_1_2,N,1,0","S4P12_1_3,N,1,0","S4P12_1_4,N,1,0","S4P12_1_5,N,1,0","S4P12_1_6,N,1,0","S4P12_1_7,N,1,0","S4P12_1_8,N,1,0","S4P12_1_9,N,1,0","S4P12_1_10,N,1,0","S4P12_1_ES,C,50","S4P12_2_1,N,1,0","S4P12_2_2,N,1,0","S4P12_2_3,N,1,0","S4P12_2_4,N,1,0","S4P12_2_5,N,1,0","S4P12_2_6,N,1,0","S4P12_2_7,N,1,0","S4P12_2_8,N,1,0","S4P12_2_ES,C,50","S4P13_1,N,1,0","S4P13_2,N,1,0","S4P13_3,N,1,0","S4P14_1,N,2,0","S4P14_2,N,2,0","S4P14_3,N,2,0","S4P14_4,N,2,0","S4P14_5,N,2,0","S4P14_6,N,2,0","S4P14_7,N,2,0","S4P14_8,N,2,0","S4P14_9,N,2,0","S4P14_10,N,2,0","S4P14_11,N,2,0","S4P14_12,N,2,0","S4P14_13,N,2,0","S4P14_14,N,2,0","S4P14_15,N,2,0","S4P14_16,N,2,0","S4P14_17,N,2,0","S4P15_1,N,1,0","S4P15_2,N,1,0","S4P15_3,N,1,0","S4P15_4,N,1,0","S4P15_5,N,1,0","S4P15_6,N,1,0","S4P15_7,N,1,0","S4P15_8,N,1,0","S4P15_9,N,1,0","S4P15_10,N,1,0","S4P15_11,N,1,0","S4P15_12,N,1,0","S4P15_13,N,1,0","S4P15_14,N,1,0","S4P15_15,N,1,0","S4P16_1,N,1,0","S4P16_2,N,1,0","S4P16_3,N,1,0","S4P16_4,N,1,0","S4P16_5,N,1,0","S4P16_6,N,1,0","S4P16_7,N,1,0","S4P17_1,N,1,0","S4P17_2,N,1,0","S4P17_3,N,1,0","S4P17_4,N,1,0","S4P17_5,N,1,0","S4P17_6,N,1,0","S4P17_7,N,1,0","S4P17_8,N,1,0","S4P17_9,N,1,0","S4P17_10,N,1,0","S4P17_11,N,1,0","S4P17_12,N,1,0","S4P17_13,N,1,0","S4P17_14,N,1,0","FAC,N,6,0"
2,1117,14,40363,1,1,3,7,3,5332,"MERCADOTECNIA",3,1,1,2,1,1,2,2,2,,24,2,0,0,0,0,0,2,2,1,2,2,1,0,1,"ATENCION A CLIENTE EN EMPRESA DE METALES",42,"ACCESOR DE VENTAS","DELMEX",33,"FABRICA MATERIALES DE CONTRUCCION PERO EN METAL",2,4,3,3,4,1,3,3,3,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,0,0,0,0,0,0,0,0,,2,2,1,1,1,2,2,4,3,3,4,3,1,3,3,3,4,5,1,2,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,1,1,40,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,2,2,,2,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,1,1,1,1,8,5,5,2,3,6,7,7,1,3,10,10,1,8,10,10,3,3,4,2,3,3,3,3,3,3,4,1,2,2,2,2,2,2,2,4,2,2,3,2,2,3,3,3,2,3,3,2,2,1,3,3,48720
2,1117,14,40363,4,1,3,6,2,2334,"CONTABILIDAD",2,0,0,0,0,0,0,0,2,,17,2,0,0,0,0,0,2,2,2,2,2,1,0,1,"HACER OLLAS DE ALUMINIO EN UNA FABRICA",81,"DE PRODUCCION","JALUSA SA DE CV",33,"HACER OLLAS DE ALUMINIO CON MAQUINARIA",2,3,4,3,4,4,3,4,4,0,0,0,0,0,0,0,0,,2,2,1,2,2,2,2,2,,2,2,1,2,2,2,2,2,,2,1,1,2,2,2,2,3,4,4,4,4,3,4,4,3,5,4,1,2,6,0,0,0,35,7,7,21,0,40,2,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,1,1,1,11,10,5,10,10,5,5,5,7,7,7,11,10,5,10,10,10,3,1,4,2,3,3,2,2,2,3,4,2,2,3,3,2,2,2,4,3,2,2,3,2,2,3,2,3,3,3,3,3,3,2,2,2,48720
2,1117,14,40363,5,1,2,2,6,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"COMOUSTURAS EN GENERAL DE MOTOCICLETAS",26,"MECANICO ELECTRICO DE MOTOS","TALLER CALLEJEROS",81,"MANTEMIENTO Y COMPORTURA DE MOTOCICLETAS",2,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,2,1,1,1,1,2,3,4,4,4,4,4,3,4,6,2,5,1,4,3,0,0,0,14,0,0,14,0,0,0,0,0,0,3,5,0,2,3,0,0,0,0,0,0,0,2,0,0,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,,1,2,2,2,2,2,2,2,,2,1,2,5,7,5,5,7,8,5,5,8,9,7,10,10,7,8,8,9,3,3,3,2,2,3,2,3,3,3,3,3,5,3,3,3,3,2,5,3,3,3,2,3,2,2,3,3,2,2,3,2,2,2,2,2,48720
2,1117,14,40363,2,1,1,3,3,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"ENCARGADO DE ESTACIONAMIENTOATENCION A CLIENTES SEGURIDAD Y MANTENIMIENTO",96,"ENCARGADO DE ESTACIONAMIENTO","PLAZA LAS TORRES",81,"ESTAR AL PENDIENTE DE ESTACIONAMIENTO SEGURIDAD",2,2,4,1,1,1,4,1,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,1,1,2,1,3,4,3,3,3,4,3,4,4,5,6,1,2,3,0,0,0,15,4,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,1,1,2,2,1,1,2,1,1,2,1,1,2,1,2,1,1,2,2,2,,2,1,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,1,2,5,8,9,6,6,8,8,7,7,8,7,6,8,9,7,7,6,8,3,3,3,2,2,2,3,3,3,3,2,2,3,2,2,2,2,2,3,5,3,2,1,2,2,2,2,2,2,3,2,2,2,1,2,2,48720
2,1117,14,40363,3,1,1,3,3,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"PINTAR ESTANPAS DE SELLOS",81,"PINTORA DE ESTAMPAS","SKF",33,"HACER RODAMIENTOS AUTOMOTRIZ",1,2,3,2,2,2,3,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,1,1,2,2,2,3,2,2,3,2,2,2,6,4,3,2,5,1,0,0,0,10,3,2,4,1,10,2,1,5,2,1,2,0,2,0,0,0,0,0,0,0,0,2,0,0,,1,1,13,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,,2,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,,0,0,0,0,0,0,0,0,,1,1,1,3,8,6,5,6,7,8,8,9,5,9,9,9,5,7,8,9,3,3,4,2,2,2,2,3,2,3,3,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,24360
2,1117,14,40371,5,1,2,3,3,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"REHABILITAR TODA LA MERCANCIA DA�ADA PARA PODERLA VENDER",97,"REHABILITADOR DE MERCANCIA","ABARROTERA DEL DUERO",43,"VENDER TODO TIPO DE ABARROTES BEBIDAS ALIMENTOS Y MATERIAS PARA ALIMENTOS",2,1,3,2,2,2,4,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,2,4,4,4,4,4,4,4,3,1,2,4,6,5,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,1,1,8,1,2,1,2,1,1,1,2,1,1,1,2,2,2,2,1,2,,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,,0,0,0,0,0,0,0,0,,1,1,1,5,10,7,4,7,5,8,7,10,7,3,10,10,8,5,7,10,2,2,4,2,2,2,2,3,2,3,3,2,2,2,2,1,1,1,1,2,1,2,2,2,2,3,3,3,2,2,2,3,3,2,3,3,41037
2,1117,14,40371,2,1,1,2,6,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"REBABEANDO QUEMADOR MACHUELEA ESMERILA",81,"OPERADORA DE MAQUINARIA","FERRO",33,"SE DEDICA A HACER ESTUFAS QUEMADORES",3,3,4,4,4,4,3,4,4,1,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,,0,0,0,0,0,0,0,4,4,4,4,4,3,4,4,6,3,4,2,1,5,0,0,0,0,0,0,0,0,14,3,0,11,0,3,4,0,0,4,0,0,0,0,0,0,0,2,0,0,,1,1,7,2,2,2,2,2,1,2,1,2,1,2,2,2,2,1,2,2,,1,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,,1,2,2,2,2,2,2,2,,1,1,5,9,8,8,7,8,8,9,9,9,8,8,10,8,8,6,10,10,3,3,3,5,2,2,5,4,3,3,4,3,2,2,3,1,2,2,2,4,2,2,2,3,2,3,2,2,3,2,2,3,2,2,2,2,13679
2,1117,14,40371,4,1,1,2,5,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,,0,,,0,,0,4,3,4,4,4,3,3,4,2,2,2,2,1,2,2,2,,2,2,1,2,2,2,2,2,,2,2,2,2,1,2,2,2,,0,0,0,0,0,0,0,3,3,2,2,3,2,4,3,2,3,6,5,1,4,0,0,0,14,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,,0,0,0,0,0,0,0,0,,4,2,2,8,10,9,9,10,8,10,10,10,10,10,10,10,6,10,10,10,3,3,3,3,2,2,2,2,2,2,4,2,2,5,2,2,2,2,2,2,2,1,3,3,2,2,3,3,3,2,2,3,2,1,2,2,13679
2,1117,14,40371,3,1,2,4,2,,,0,0,0,0,0,0,0,0,1,,17,2,0,0,0,0,0,2,2,2,2,2,1,0,5,"PREPARACION Y VENTA ALIMENTOS PARA KINDER",51,"PREPARADORA DE ALIMENTOS","NEGOCIO SIN NOMBRE",72,"A PREPARAR Y VENDER ALIMENTOS",2,3,4,4,4,4,4,3,4,1,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,5,4,1,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,1,1,21,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,,1,2,2,2,2,2,2,2,,1,1,1,5,10,5,5,5,5,8,8,7,10,2,10,9,2,1,8,10,3,3,3,4,2,2,2,3,3,4,3,2,2,2,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27358
2,1117,14,40371,1,1,2,4,3,,,0,0,0,0,0,0,0,0,2,,22,2,0,0,0,0,0,2,2,1,2,1,1,0,1,"HACER ASEO A UNA CASA PARTICULAR BARRER TRAPEAR",96,"TRABAJADORA DOMESTICA","CASA PARTICULAR",81,"CASA PARTICULAR",2,1,4,3,3,4,4,3,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,2,2,1,2,2,2,2,,2,2,2,2,2,2,1,2,4,2,4,4,4,3,3,5,6,4,2,3,1,0,0,0,14,4,0,10,0,10,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,1,1,7,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,2,2,,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,2,1,1,1,10,1,10,10,10,10,10,10,10,8,10,10,10,10,10,10,1,3,4,1,1,1,2,3,3,3,4,3,1,5,1,1,1,1,1,1,1,1,2,2,4,3,2,2,2,3,3,3,2,1,2,2,27358
2,1117,14,40422,5,1,1,3,3,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"CONDUCTOR DE TAXI TRANSPORTAR PERSONAS",83,"TAXISTA","SIN NOMBRE",48,"TRASNPORTE DE PERSONAS",2,2,3,3,3,3,2,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,2,1,2,1,1,2,2,3,3,3,3,3,2,2,3,4,6,2,5,1,0,0,0,17,7,0,10,0,0,0,0,0,0,3,10,0,6,4,0,0,0,0,0,0,0,2,0,0,,1,1,55,2,1,2,1,1,1,1,1,2,1,2,1,2,2,1,2,2,,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,1,2,2,2,2,2,,1,2,1,7,9,4,6,8,4,8,8,10,9,10,10,10,7,10,10,10,3,3,4,2,2,2,3,2,2,2,2,2,2,5,2,3,2,2,2,3,2,2,3,2,2,3,2,2,2,3,3,3,2,2,3,3,22632
2,1117,14,40422,2,1,1,2,6,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"PULIDORA DE PISOS EN OFICINAS",96,"PULIDORA DE PISOS","CLEAN COMPANY DEDICADA A LA LIMPIEZA",56,"LIMPIEZA DE OFICINAS Y EMPRESAS",3,3,3,3,4,3,3,2,4,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,0,0,0,0,0,0,0,0,,2,2,1,1,2,2,2,4,4,3,3,4,4,2,4,4,2,5,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,1,1,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,1,2,1,2,2,2,2,2,,2,1,2,5,8,6,9,2,10,8,9,10,3,5,10,5,2,6,6,6,2,3,3,2,2,2,2,2,2,2,4,3,1,5,3,5,5,3,5,3,3,3,4,4,2,3,2,2,3,3,3,3,2,2,3,3,11316
2,1117,14,40422,1,1,1,4,2,,,0,0,0,0,0,0,0,0,1,,34,1,1,2,1,2,2,0,0,0,0,0,5,5,0,,0,,,0,,0,3,4,2,2,2,3,1,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,2,1,2,2,1,2,3,4,4,4,3,3,2,3,3,5,6,1,2,4,0,0,0,20,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,1,1,3,2,2,2,2,2,2,2,1,2,2,1,2,1,2,1,2,2,,1,2,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,,1,2,2,2,1,2,2,2,,4,2,1,9,10,8,10,10,8,10,10,7,10,8,10,10,7,8,10,10,2,4,4,2,2,2,1,2,2,3,4,1,1,2,3,3,3,2,2,2,2,2,3,3,2,3,1,3,2,2,4,3,3,2,3,3,22632
2,1117,14,40422,3,1,1,6,4,2511,"SUPERVISOR INDUSRTRIAL",2,0,0,0,0,0,0,0,1,,22,2,0,0,0,0,0,2,2,1,2,1,1,0,1,"REALIZAR LIMPIEZA EN EMPRESA DE AUTOPARTES",96,"AFANADOR DE LIMPIEZA","ACUALIM",56,"LIMPIEZA DE OFICINAS Y EMPRESAS",2,1,3,2,4,4,4,2,4,0,0,0,0,0,0,0,0,,2,2,1,2,2,2,2,2,,2,2,1,2,2,2,2,2,,2,2,2,2,1,1,1,1,2,4,3,3,3,2,4,5,6,4,1,2,3,0,0,0,6,2,0,4,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,1,2,1,2,2,2,2,2,,1,2,1,8,9,7,7,9,8,9,8,9,10,8,10,9,7,8,8,8,2,2,4,3,3,2,2,3,3,3,4,3,2,5,2,2,2,1,5,5,1,5,3,4,2,3,1,1,2,3,3,3,2,1,3,3,22632
2,1117,14,40463,1,1,1,7,4,5334,"CONTADURIA PUBLICA",3,1,1,2,1,1,2,2,1,,24,2,0,0,0,0,0,1,1,2,2,1,1,0,1,"ADMINISTRACION DE RECURSOS ECONOMICOS EN EMPRESA",12,"TESORERO","SALMIDONES MEXICANOS",31,"ELABORACION DE PRODUCTOS DERIVADOS DEL MAIZ",1,2,3,3,3,3,3,2,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,1,2,1,1,1,2,3,2,2,2,2,2,3,6,4,1,5,2,0,0,0,5,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,,1,1,70,1,2,2,2,2,1,1,1,2,1,1,1,1,2,1,2,2,,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,,2,2,2,1,2,2,2,2,,2,2,1,7,8,4,9,8,8,9,9,10,9,6,10,9,6,9,9,9,3,2,4,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,25514
2,1117,14,40463,2,1,1,3,3,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,,0,,,0,,0,3,4,3,3,3,2,1,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,2,1,1,1,1,2,4,4,4,4,3,2,1,4,3,5,4,6,2,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,,1,2,2,2,2,2,2,2,,4,2,2,5,10,5,10,8,5,10,10,10,10,5,10,10,10,5,10,10,3,3,4,1,1,1,1,3,2,3,4,1,1,1,2,2,2,2,3,3,2,2,3,3,1,2,1,1,3,2,3,2,2,1,2,2,63785
2,1117,14,40463,3,1,3,3,3,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,"TAPIZAR MUEBLES Y AUTOS",73,"TAPIZERO","TAPIZERIA CERTIBA",81,"TAPIZERIA EN GENERAL",2,3,4,3,3,3,3,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,1,1,2,1,2,3,3,3,3,4,2,2,6,3,2,4,5,1,0,0,0,21,7,4,10,0,56,56,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,2,0,0,,1,1,42,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,"FACTURACION",1,2,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,,0,0,0,0,0,0,0,0,,1,1,1,8,10,7,9,10,9,9,8,10,8,8,10,10,10,10,8,10,3,3,3,2,2,2,2,3,2,2,3,2,2,2,2,3,3,3,3,4,4,3,2,2,2,3,2,2,2,2,2,1,2,2,2,2,63785
2,1117,14,40463,4,1,1,6,3,1800,"SECRETARIA EJECUTIVA BILINGUE",1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,,0,,,0,,0,4,3,4,4,3,3,2,4,2,2,2,2,1,2,2,2,,2,1,1,2,2,2,2,2,,0,0,0,0,0,0,0,0,,1,1,2,2,2,2,2,2,3,2,4,3,3,3,4,6,5,2,4,1,3,0,0,0,20,13,7,0,0,10,6,0,1,3,7,30,5,25,0,0,2,3,0,3,0,0,2,0,0,,1,1,12,2,1,1,1,2,2,1,2,2,1,2,2,1,2,1,2,2,,1,1,2,2,2,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,4,1,2,5,8,6,8,9,8,8,11,8,9,9,9,8,5,4,11,8,3,3,3,2,2,2,2,3,3,3,3,2,1,1,2,1,1,3,3,4,3,2,2,2,2,2,2,1,1,2,4,4,4,1,2,2,12757
2,1117,14,40463,5,1,1,7,4,5213,"DISE�O GRAFICO",3,1,1,1,2,1,2,1,2,,25,2,0,0,0,0,0,1,1,2,1,1,1,0,1,"ATENCION A PUBLICO EN UNA OFICINA",32,"SERVICIO DE ATENCION","IMSS",62,"A SERVICIOS DE SALUD EN HOSPITAL ATENDIENDO PERSONAS",1,2,2,2,2,3,4,2,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,2,2,2,2,2,4,1,2,5,4,3,2,6,1,0,0,0,0,0,0,0,0,40,20,20,0,0,7,10,2,7,0,1,0,0,0,0,0,0,1,1,2,,1,1,40,1,2,2,1,2,1,1,1,1,2,1,2,1,1,1,2,2,,1,2,1,2,1,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2,,0,0,0,0,0,0,0,0,,4,4,1,6,7,6,9,7,8,9,9,8,9,5,9,8,7,5,10,10,2,3,2,2,1,1,2,1,1,3,3,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,1,2,2,25514
2,1117,14,40497,1,1,4,6,3,2441,"TECNOLOGO PROFESIONAL ENINFRMATICA",2,0,0,0,0,0,0,0,1,,19,1,1,2,2,1,1,0,0,0,0,0,4,5,0,,0,,,0,,0,3,3,1,3,3,3,1,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,2,2,1,1,3,3,1,2,3,3,2,3,4,5,2,1,6,3,0,0,0,0,0,0,0,0,1,1,0,0,0,2,15,10,0,5,0,0,0,0,0,0,0,1,1,3,,1,1,56,1,2,1,1,1,2,2,1,1,2,1,1,1,2,1,2,2,,2,1,1,2,1,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,,0,0,0,0,0,0,0,0,,1,1,1,6,8,6,7,9,8,8,8,7,6,9,10,10,6,3,9,10,3,4,4,2,1,1,1,2,2,4,3,2,1,1,2,1,2,2,3,3,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,40419
2,1117,14,40497,5,1,1,3,3,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,"REALIZAR PAN PARA VENTA EN TIENDA",75,"PANADERO","SIN NOMBRE",31,"ELABORACION DE PAN",2,2,3,2,3,3,3,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,2,1,2,2,2,2,2,3,3,3,3,3,2,3,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,1,1,12,2,2,2,1,2,1,2,1,2,2,2,2,1,2,1,2,2,,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,,2,2,2,1,2,2,2,2,,1,2,1,7,8,7,7,7,7,9,9,7,7,7,10,9,4,5,11,11,3,3,4,3,5,5,3,3,2,2,4,2,2,5,3,5,2,2,5,3,2,2,3,3,2,3,3,2,3,3,3,3,2,2,3,3,40419
