"CD_A,C,2","PER,C,4","ENT,C,2","CON,C,5","V_SEL,C,1","N_HOG,C,1","N_REN,C,2","S3P1,N,2,0","S3P1_2,N,1,0","S3P2,C,4","S3P2_ES,C,50","S3P3,N,1,0","S3P4_1,N,1,0","S3P4_2,N,1,0","S3P4_3,N,1,0","S3P4_4,N,1,0","S3P4_5,N,1,0","S3P4_6,N,1,0","S3P4_7,N,1,0","S3P5,N,1,0","S3P5_ES,C,50","S3P6,N,2,0","S3P7,N,1,0","S3P7_1_1,N,1,0","S3P7_1_2,N,1,0","S3P7_1_3,N,1,0","S3P7_1_4,N,1,0","S3P7_1_5,N,1,0","S3P7_2_1,N,1,0","S3P7_2_2,N,1,0","S3P7_2_3,N,1,0","S3P7_2_4,N,1,0","S3P7_2_5,N,1,0","S3P8,N,1,0","S3P9,N,1,0","S3P10,N,1,0","S3P11_ES,C,100","S3P12_C,N,2,0","S3P12_ES,C,50","S3P13_ES,C,50","S3P14_C,N,2,0","S3P14_ES,C,100","S3P15,N,1,0","S4P1_1,N,1,0","S4P1_2,N,1,0","S4P1_3,N,1,0","S4P1_4,N,1,0","S4P1_5,N,1,0","S4P1_6,N,1,0","S4P1_7,N,1,0","S4P1_8,N,1,0","S4P1_1_1A,N,1,0","S4P1_1_2A,N,1,0","S4P1_1_3A,N,1,0","S4P1_1_4A,N,1,0","S4P1_1_5A,N,1,0","S4P1_1_6A,N,1,0","S4P1_1_7A,N,1,0","S4P1_1_8A,N,1,0","S4P1_1_ESA,C,50","S4P1_1_1B,N,1,0","S4P1_1_2B,N,1,0","S4P1_1_3B,N,1,0","S4P1_1_4B,N,1,0","S4P1_1_5B,N,1,0","S4P1_1_6B,N,1,0","S4P1_1_7B,N,1,0","S4P1_1_8B,N,1,0","S4P1_1_ESB,C,50","S4P1_1_1C,N,1,0","S4P1_1_2C,N,1,0","S4P1_1_3C,N,1,0","S4P1_1_4C,N,1,0","S4P1_1_5C,N,1,0","S4P1_1_6C,N,1,0","S4P1_1_7C,N,1,0","S4P1_1_8C,N,1,0","S4P1_1_ESC,C,50","S4P1_2_1,N,1,0","S4P1_2_2,N,1,0","S4P1_2_3,N,1,0","S4P1_2_4,N,1,0","S4P1_2_5,N,1,0","S4P1_2_6,N,1,0","S4P1_2_7,N,1,0","S4P2_1,N,1,0","S4P2_2,N,1,0","S4P2_3,N,1,0","S4P2_4,N,1,0","S4P2_5,N,1,0","S4P2_6,N,1,0","S4P2_7,N,1,0","S4P3_1,N,1,0","S4P3_2,N,1,0","S4P3_3,N,1,0","S4P3_4,N,1,0","S4P3_5,N,1,0","S4P3_6,N,1,0","S4P3_7,N,1,0","S4P3_8,N,1,0","S4P3_9,N,1,0","S4P4,N,3,0","S4P4_1,N,3,0","S4P4_2,N,3,0","S4P4_3,N,3,0","S4P4_4,N,3,0","S4P5,N,3,0","S4P5_1,N,3,0","S4P5_2,N,3,0","S4P5_3,N,3,0","S4P5_4,N,3,0","S4P6,N,1,0","S4P6_1,N,2,0","S4P6_2,N,2,0","S4P6_3,N,2,0","S4P6_4,N,2,0","S4P6_5,N,2,0","S4P7,N,2,0","S4P7_1,N,2,0","S4P7_2,N,2,0","S4P7_3,N,2,0","S4P7_4,N,2,0","S4P7_5,N,2,0","S4P8,N,1,0","S4P8_1_1,N,2,0","S4P8_1_2,N,2,0","S4P8_1_ES,C,50","S4P9,N,1,0","S4P10,N,1,0","S4P10_1,N,3,0","S4P11_1,N,1,0","S4P11_2,N,1,0","S4P11_3,N,1,0","S4P11_4,N,1,0","S4P11_5,N,1,0","S4P11_6,N,1,0","S4P11_7,N,1,0","S4P11_8,N,1,0","S4P11_9,N,1,0","S4P11_10,N,1,0","S4P11_11,N,1,0","S4P11_12,N,1,0","S4P11_13,N,1,0","S4P11_14,N,1,0","S4P11_15,N,1,0","S4P11_16,N,1,0","S4P11_17,N,1,0","S4P11_ES,C,50","S4P12_1,N,1,0","S4P12_2,N,1,0","S4P12_3,N,1,0","S4P12_4,N,1,0","S4P12_5,N,1,0","S4P12_6,N,1,0","S4P12_7,N,1,0","S4P12_8,N,1,0","S4P12_9,N,1,0","S4P12_10,N,1,0","S4P12_1_1,N,1,0","S4P12_1_2,N,1,0","S4P12_1_3,N,1,0","S4P12_1_4,N,1,0","S4P12_1_5,N,1,0","S4P12_1_6,N,1,0","S4P12_1_7,N,1,0","S4P12_1_8,N,1,0","S4P12_1_9,N,1,0","S4P12_1_10,N,1,0","S4P12_1_ES,C,50","S4P12_2_1,N,1,0","S4P12_2_2,N,1,0","S4P12_2_3,N,1,0","S4P12_2_4,N,1,0","S4P12_2_5,N,1,0","S4P12_2_6,N,1,0","S4P12_2_7,N,1,0","S4P12_2_8,N,1,0","S4P12_2_ES,C,50","S4P13_1,N,1,0","S4P13_2,N,1,0","S4P13_3,N,1,0","S4P14_1,N,2,0","S4P14_2,N,2,0","S4P14_3,N,2,0","S4P14_4,N,2,0","S4P14_5,N,2,0","S4P14_6,N,2,0","S4P14_7,N,2,0","S4P14_8,N,2,0","S4P14_9,N,2,0","S4P14_10,N,2,0","S4P14_11,N,2,0","S4P14_12,N,2,0","S4P14_13,N,2,0","S4P14_14,N,2,0","S4P14_15,N,2,0","S4P14_16,N,2,0","S4P14_17,N,2,0","S4P15_1,N,1,0","S4P15_2,N,1,0","S4P15_3,N,1,0","S4P15_4,N,1,0","S4P15_5,N,1,0","S4P15_6,N,1,0","S4P15_7,N,1,0","S4P15_8,N,1,0","S4P15_9,N,1,0","S4P15_10,N,1,0","S4P15_11,N,1,0","S4P15_12,N,1,0","S4P15_13,N,1,0","S4P15_14,N,1,0","S4P15_15,N,1,0","S4P16_1,N,1,0","S4P16_2,N,1,0","S4P16_3,N,1,0","S4P16_4,N,1,0","S4P16_5,N,1,0","S4P16_6,N,1,0","S4P16_7,N,1,0","S4P17_1,N,1,0","S4P17_2,N,1,0","S4P17_3,N,1,0","S4P17_4,N,1,0","S4P17_5,N,1,0","S4P17_6,N,1,0","S4P17_7,N,1,0","S4P17_8,N,1,0","S4P17_9,N,1,0","S4P17_10,N,1,0","S4P17_11,N,1,0","S4P17_12,N,1,0","S4P17_13,N,1,0","S4P17_14,N,1,0","FAC,N,6,0"
43,1015,13,40288,3,1,02,7,3,5213,DISE�O GRAFICO,3,2,1,2,2,2,2,2,1,,21,1,2,2,1,2,2,0,0,0,0,0,4,5,0,,0,,,0,,0,2,3,2,4,2,2,3,2,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,0,0,0,0,0,0,0,0,,1,1,2,1,1,2,2,2,2,2,3,2,3,3,4,5,6,1,2,3,0,0,0,5,0,0,0,5,6,0,6,0,0,3,4,0,4,0,0,0,0,0,0,0,0,1,1,3,,1,1,32,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,2,2,,1,1,1,2,1,1,1,2,1,1,1,2,2,2,2,1,2,2,2,2,,0,0,0,0,0,0,0,0,,1,1,1,5,9,5,8,9,5,8,8,9,5,9,9,9,9,5,9,9,1,3,3,3,1,1,4,1,3,3,4,1,1,1,1,1,1,2,3,3,2,2,1,1,1,1,1,2,2,3,2,3,2,2,2,2,2684
43,1015,13,40288,1,1,03,7,3,5122,LICENCIATURA EN EDUCACION PRIMARIA,3,1,1,1,2,1,2,2,1,,21,1,1,1,1,1,2,0,0,0,0,0,4,5,0,,0,,,0,,0,3,2,2,3,3,3,2,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,1,1,1,1,2,2,3,2,2,2,2,3,3,6,2,1,3,4,5,0,0,0,2,1,1,0,0,1,1,0,0,0,4,3,1,1,1,0,0,0,0,0,0,0,1,1,3,,1,1,20,2,1,1,1,2,2,1,1,1,1,1,2,1,1,1,2,2,,2,1,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,1,2,1,2,2,2,2,2,,1,1,1,8,10,7,7,9,10,10,10,10,9,10,10,10,7,9,10,10,3,3,4,2,1,2,1,2,1,2,3,1,1,1,1,1,1,1,2,2,2,2,1,1,2,3,1,1,2,2,2,1,1,1,2,2,5368
43,1015,13,40318,2,1,02,7,1,5341,DERECHO,3,1,1,1,1,1,2,2,1,,17,1,1,1,1,2,2,0,0,0,0,0,4,5,0,,0,,,0,,0,3,1,1,3,1,3,1,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,2,1,1,1,2,2,4,1,2,2,3,3,2,4,5,6,1,3,2,0,0,0,5,2,0,3,0,3,1,0,2,0,1,4,0,4,0,0,1,3,0,3,0,0,1,1,3,,1,1,20,1,1,1,1,2,2,1,1,2,1,1,2,1,1,1,2,2,,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,ESCUELA,0,0,0,0,0,0,0,0,,1,4,1,8,8,8,7,9,5,8,8,9,10,9,7,9,5,5,9,9,2,3,3,2,1,1,2,2,1,3,3,2,1,1,2,2,2,2,2,2,2,3,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2822
43,1015,13,40318,1,1,01,7,4,5224,LICENCIATURA EN HISTORIA,3,1,1,2,1,1,2,2,1,,41,2,0,0,0,0,0,1,1,2,1,2,1,0,1,DESPACHADOR DE GASOLINA,42,AYUDANTE GENERAL,ESTACION REAL DE LA PLATA,46,GASOLINERIA,2,3,2,3,3,1,3,3,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,2,2,1,1,2,2,3,2,3,3,3,2,3,4,3,6,2,5,1,0,0,0,10,5,1,4,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,,1,1,16,1,2,1,2,2,2,2,1,2,1,1,2,1,2,1,2,2,,1,2,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,,1,2,2,2,2,2,2,2,,1,4,1,7,9,8,7,6,6,8,8,9,9,7,9,8,7,9,9,9,2,2,3,3,2,2,2,3,3,2,2,2,2,2,2,2,2,2,3,3,2,2,1,2,1,1,1,1,2,2,2,2,2,1,2,3,2822
43,1015,13,40318,3,1,01,6,3,2814,SECRETARIA TAQUIMECANOGRAFA,2,0,0,0,0,0,0,0,2,,19,2,0,0,0,0,0,2,1,1,2,1,1,0,4,ELABORA ALIMENTOS,51,DUE�A,SOPES Y QUESADILLAS CONCHITA,72,ELABORACION DE ALIMENTOS,2,3,3,3,4,4,3,4,4,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,2,2,2,2,1,2,2,2,,1,2,1,1,2,1,1,3,4,4,4,4,4,4,2,4,3,1,6,5,0,0,0,7,3,0,4,0,7,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,1,2,2,2,2,2,2,2,,2,1,1,7,10,5,9,8,5,9,9,8,9,7,10,10,8,9,11,11,3,3,4,3,5,5,5,2,2,3,4,2,3,5,3,5,5,5,5,5,5,5,4,4,4,4,4,3,3,4,4,4,4,3,4,4,5644
43,1015,13,40318,4,1,01,7,5,5510,INGENIERIA INDUSTRIAL,3,1,1,2,1,1,2,1,1,,26,2,0,0,0,0,0,1,1,1,1,1,1,0,1,ELABORA DICTAMENES PERICIALES,15,PERITO,DIRECCION GENERAL DE SERVICIOS PERICIALES,93,ELABORACIONES DE PERITAJES,2,3,3,2,2,3,3,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,1,2,1,1,2,3,3,2,3,3,3,3,2,1,4,5,6,0,0,0,10,1,0,8,1,10,8,0,2,0,0,0,0,0,0,0,1,3,0,3,0,0,1,1,2,,1,1,5,2,2,2,2,2,2,1,2,1,2,2,2,1,2,1,2,2,,1,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,,1,2,2,2,2,2,2,2,,1,1,2,8,5,5,8,7,8,9,8,8,6,9,10,8,6,8,10,10,3,2,3,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,3,2,2,2,2,2,1,2,3,3,3,2,3,2,1,2,2,2822
43,1015,13,40326,2,1,02,7,4,5330,LICENCIATURA EN ADMINISTRACION,3,2,2,2,2,2,2,2,1,,22,2,0,0,0,0,0,2,1,1,2,2,5,5,0,,0,,,0,,0,3,3,3,3,4,2,2,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,2,2,1,1,2,2,2,2,2,2,3,2,2,2,6,4,3,2,5,1,0,0,0,30,10,12,8,0,0,0,0,0,0,3,40,20,5,10,5,1,20,4,15,0,1,1,1,9,,1,1,6,2,1,1,1,2,2,2,1,2,1,2,2,1,1,2,2,2,,1,2,1,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,1,ESCURCION ESCOLAR DE SU HIJO,0,0,0,0,0,0,0,0,,2,2,2,8,10,7,9,8,8,8,8,8,9,8,10,10,9,8,10,10,2,2,3,2,1,1,1,2,2,3,2,2,3,1,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,3,2,1,2,2,1762
43,1015,13,40326,4,1,03,7,5,5514,INGENIERIA QUIMICA Y DE SISTEMAS,3,1,1,2,1,1,1,1,2,,23,2,0,0,0,0,0,1,2,2,1,1,4,5,0,,0,,,0,,0,3,3,2,1,3,2,1,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,2,2,2,1,1,3,3,2,2,2,3,2,5,4,1,3,6,2,0,0,0,12,0,5,4,3,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,,1,1,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"RELIGION, IDEOLOGIAS RELIGIOSAS",2,1,2,2,1,2,1,2,1,1,1,2,2,2,2,1,2,2,2,2,,0,0,0,0,0,0,0,0,,1,1,1,7,6,5,6,5,6,7,5,7,5,7,11,6,4,4,7,7,3,3,3,3,2,1,1,3,2,3,4,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2643
43,1015,13,40326,5,1,01,2,6,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,SOLDADURA DE HERRERIA,72,HERRERO,HERRERIA SIN NOMBRE,33,TRABAJOS DE HERRERIA,2,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,3,3,3,3,3,3,3,5,6,4,2,3,1,0,0,0,2,0,1,1,0,8,2,0,6,0,6,36,3,18,15,0,0,0,0,0,0,0,2,0,0,,1,1,2,1,1,1,2,1,1,2,1,1,2,1,2,2,2,2,2,2,,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,,0,0,0,0,0,0,0,0,,1,1,1,3,5,5,5,8,8,8,8,8,9,8,9,8,7,8,8,8,3,3,3,3,2,2,2,4,4,2,4,2,2,2,3,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,1,2,2,1762
43,1015,13,40326,3,1,01,6,3,2814,SECRETARIA EJECUTIVA,2,0,0,0,0,0,0,0,2,,18,2,0,0,0,0,0,2,2,2,2,2,1,0,1,CHECAR SOLICITUDES DE APOYOS DE GOBIERNO,25,TECNICO ESPECIALIZADO,SECRETARIA DE GOBIERNO EN EL ESTADO DE HIDALGO,93,SECRETARIA DE GOBIERNO DA APOYOS EN GENERAL,2,3,3,2,3,3,2,3,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,1,1,2,2,2,2,2,3,2,2,2,4,2,6,3,1,5,0,0,0,3,1,1,0,1,2,2,0,0,0,5,35,2,15,5,13,2,2,2,0,0,0,1,2,0,,1,1,45,2,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,2,,2,1,2,2,2,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,,1,2,2,2,2,2,2,2,,1,1,1,7,9,9,10,10,9,9,9,8,9,9,10,10,8,7,8,10,3,2,3,3,2,2,3,3,2,3,2,2,2,2,3,3,2,2,3,3,2,2,2,2,2,3,3,3,2,2,3,3,2,2,2,2,2643
43,1015,13,40353,1,1,01,4,3,,,0,0,0,0,0,0,0,0,2,,21,2,0,0,0,0,0,1,2,2,1,1,1,0,1,TECNICO MECANICO AUTOMOTRIZ,26,TECNICO MECANICO AUTOMOTRIZ,EMBOTELLADORA LAS MARGARITAS,31,EMPRESA REFRESQUERA,3,3,3,3,3,2,4,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,2,2,1,1,2,1,3,3,3,3,2,4,2,1,3,4,2,5,6,0,0,0,0,0,0,0,0,14,7,1,5,1,3,18,3,6,6,3,0,0,0,0,0,0,1,1,0,,1,1,1,2,1,1,1,2,2,1,1,1,1,2,2,1,2,2,2,2,,1,2,2,2,2,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,,1,2,2,1,2,2,2,1,NON ESTA MUY INFORMADO,1,1,1,8,10,6,6,10,8,8,8,8,8,8,10,6,5,5,10,10,3,3,3,2,1,1,2,3,2,4,3,2,2,1,2,2,2,1,2,2,5,2,2,3,1,1,1,2,2,3,3,1,2,2,2,2,1564
43,1015,13,40353,5,1,01,4,3,,,0,0,0,0,0,0,0,0,1,,19,2,0,0,0,0,0,1,2,1,2,1,1,0,1,CHOFER DE TRANSPORTE DE MATERIALE DE CEMENTO,83,CONDUCTOR DE TRAILER,CEMEX PLANTA HUICHAPAN,32,VENTA Y DISTRIBUCION DE CEMENTO,1,3,3,2,3,3,3,4,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,2,2,1,1,3,3,3,3,3,4,3,6,3,2,4,5,1,0,0,0,2,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,1,1,3,2,1,1,2,2,2,1,2,1,1,2,2,1,2,1,2,1,"MOTORES ELECTRONICOS, RENDIMIENTOS",1,1,1,1,2,2,1,1,1,1,1,2,1,2,2,2,2,2,2,1,INCULCAR EDUCACION A SUS HIJOS,0,0,0,0,0,0,0,0,,5,4,4,8,9,7,9,9,9,9,9,9,9,8,9,9,8,8,10,10,2,2,4,3,2,2,3,2,2,3,3,2,2,2,2,2,1,1,2,2,1,1,1,2,3,3,3,3,3,3,3,2,3,1,2,2,1564
43,1015,13,40353,4,1,01,3,3,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,CARGAR Y DESCARGA DE MATERIALES DE ACERO,93,MACHETERO,ACEROS PACHUCA,43,COMPRA-VENTA DE ACEROS,2,1,4,4,4,4,4,4,4,1,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,,0,0,0,0,0,0,0,2,4,4,4,4,4,4,1,6,3,2,5,4,0,0,0,7,2,0,5,0,14,7,0,7,0,1,3,0,2,1,0,0,0,0,0,0,0,2,0,0,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,1,FALTA DE DINERO,1,5,1,6,8,7,7,8,5,7,7,8,8,8,8,8,5,8,7,7,2,2,3,3,2,2,2,3,5,3,2,2,2,3,2,3,3,3,3,3,3,3,1,2,3,1,2,2,1,2,2,2,2,3,2,2,2346
43,1015,13,40353,3,1,01,7,4,5341,LICENCIADO EN DERECHO,3,1,1,2,1,1,2,2,1,,23,2,0,0,0,0,0,2,2,1,2,2,1,0,4,"COMERCIANTE, VENTA DE GALLETAS",41,COMERCIANTE,SIN NOMBRE (TRABAJADOR POR SU CUENTA),46,VENTA DE GALLETAS (CASERAS),2,4,4,4,4,3,3,1,3,2,2,2,2,1,2,2,2,,2,2,2,2,1,2,2,2,,0,0,0,0,0,0,0,0,,2,2,1,1,1,2,2,4,3,4,4,2,3,3,3,4,5,1,2,6,0,0,0,10,3,2,3,2,5,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,1,2,2,2,2,2,2,1,FALTA DE DINERO,2,2,2,5,5,5,11,5,5,7,7,8,7,9,9,5,5,7,6,6,3,3,4,2,2,2,2,5,3,3,3,3,2,2,2,2,2,1,3,3,3,3,2,2,1,1,1,1,2,3,3,3,2,2,2,2,2346
43,1015,13,40353,2,1,02,3,3,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,,0,,,0,,0,4,4,2,2,4,4,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,1,2,2,2,2,1,2,,1,1,1,1,2,2,1,4,4,3,4,3,4,3,5,6,2,1,4,3,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,,2,2,1,1,2,2,2,2,,2,1,1,7,9,8,7,7,11,9,8,9,11,6,10,9,7,9,10,10,4,3,4,4,2,2,2,5,5,3,4,3,5,2,2,3,3,2,5,5,5,3,2,3,3,4,3,4,4,4,4,4,2,2,4,4,1564
43,1015,13,40382,2,1,02,6,3,2814,SECRETARIA EJECUTIVA,2,0,0,0,0,0,0,0,2,,17,2,0,0,0,0,0,2,2,2,2,2,5,5,0,,0,,,0,,0,3,3,3,4,3,3,3,4,0,0,0,0,0,0,0,0,,1,2,2,1,2,2,2,2,,0,0,0,0,0,0,0,0,,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,4,5,2,1,6,0,0,0,10,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,,1,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,,1,2,2,2,2,2,2,2,,2,1,1,7,10,7,10,7,7,9,9,6,8,8,10,10,5,5,10,10,3,3,4,3,2,1,3,3,4,4,4,1,1,1,3,5,5,1,5,5,5,5,4,4,4,4,2,2,2,2,2,2,4,2,4,4,2346
43,1015,13,40382,4,1,01,7,4,5332,LICENCIATURA EN MERCADOTECNIA,3,2,2,2,1,1,2,2,1,,24,2,0,0,0,0,0,2,2,1,2,2,1,0,1,ADMINISTRATIVO,25,EJECUTIVO,SIN NOMBRE,54,PROPAGANDA DE TODO TIPO (PUBLICIDAD),2,2,2,2,3,3,3,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,1,1,2,2,3,3,3,3,3,3,3,5,6,2,1,4,3,0,0,0,14,4,4,6,0,7,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,,1,1,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,,1,2,1,2,2,2,1,2,1,1,2,2,2,2,2,1,2,2,2,2,,0,0,0,0,0,0,0,0,,1,1,1,3,7,6,4,4,2,8,8,7,9,9,10,8,5,6,7,8,3,3,4,4,2,2,3,2,3,4,2,2,2,2,2,1,1,1,2,2,1,2,1,1,2,1,1,1,2,2,1,2,2,1,2,2,2346
43,1015,13,40382,3,1,02,3,3,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,,0,,,0,,0,4,4,4,4,4,3,4,4,2,2,2,2,1,2,2,2,,2,2,2,2,1,2,2,2,,2,2,2,2,1,2,2,2,,0,0,0,0,0,0,0,4,4,4,4,4,3,4,3,5,4,2,1,6,0,0,0,14,10,0,4,0,0,0,0,0,0,3,10,0,0,10,0,1,10,0,0,10,0,2,0,0,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,5,1,2,11,9,9,11,11,11,11,8,6,7,7,7,10,11,11,11,11,3,3,4,4,5,5,5,5,5,5,4,2,5,5,3,5,5,5,5,5,5,5,2,2,4,4,4,4,4,4,4,4,4,2,4,4,3128
43,1015,13,40382,1,1,01,9,3,7331,ADMINISTRACION DE NEGOCIOS,4,2,2,2,2,2,2,2,2,,25,2,0,0,0,0,0,1,1,1,2,2,1,0,4,ASESORIA JURIDICA AMBIENTAL,11,DIRECTOR GENERAL,ASESORES JURIDICOS PROFESIONALES,54,ASESORIA AMBIENTAL,1,2,2,2,4,2,4,1,1,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,1,2,2,2,2,1,3,2,6,2,3,4,5,1,0,0,0,10,7,3,0,0,32,20,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,,1,1,32,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,CONTAMINACION,1,2,1,1,1,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,,0,0,0,0,0,0,0,0,,1,2,2,1,5,2,4,1,3,5,5,2,5,1,5,5,1,4,5,5,4,4,4,4,1,1,1,1,3,2,3,2,2,2,3,2,2,2,4,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1564
43,1015,13,40389,1,1,01,3,2,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,,0,,,0,,0,4,4,4,4,4,3,4,4,2,2,2,2,1,2,2,2,,2,2,2,2,1,2,2,2,,2,2,2,2,2,2,2,1,NO ME GUSTA LEER,0,0,0,0,0,0,0,3,4,4,4,4,4,4,2,3,6,4,5,1,0,0,0,21,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,5,2,2,2,1,5,4,3,4,5,4,3,5,3,3,5,4,3,2,3,3,2,4,3,4,5,5,5,5,5,4,2,5,5,2,3,3,3,3,4,4,5,1,1,2,4,4,4,2,1,4,4,2,3,2,2,3837
