"RESENT,C,2","EDAD,C,3","SEXO,C,1","TPREG,C,1","ENTIDAD,C,2","MUNICIPIO,C,3","LOCALIDAD,C,4","AGEB,C,4","NUMCONTROL,C,6","VIVSEL,C,2","IDHOGAR,C,6","NUMREN,C,2","NIVELINS,C,2","NIVELANI,C,2","ANTECE,C,1","NOMCARR,C,80","TIPOESC,C,1","BIOLOGIA,C,1","FISICA,C,1","QUIMICA,C,1","MATEMA,C,1","ACTUALES,C,1","CIENTIF1,C,1","INGEN1,C,1","CIENTIF2,C,1","INGEN2,C,1","CONDACT,C,1","VERIACT,C,1","POSACT,C,1","TAREASYF,C,50","OCUPACION,C,2","NOMBREMP,C,50","ACTIECO,C,2","ACTICIEN,C,1","FACPER,N,10,0"
01,025,1,5,19,026,0001,1052,190288,01,111111,01,00,00,,,,,,,,,,,,,1,,3,HACE EL ASEO EN OFICINAS Y CASAS NUEVAS POR SU CUE,81,SIN NOMBRE,56,2,33178
01,052,2,5,19,026,0001,1052,190288,02,111111,01,02,04,,,,,,,,,,,,,1,,1,LIMPIA LA CASA DE UNA FAMILIA,82,CASA PARTICULAR,81,2,28531
01,032,2,5,19,026,0001,1052,190288,04,111111,02,02,06,,,,,,,,,,,,,8,5,,,,,,,28531
01,019,2,5,19,026,0001,1052,190288,05,111111,04,06,03,2,TECNICO EN CONTABILIDAD,1,,,,,2,,,2,2,8,5,,,,,,,28531
01,045,2,5,19,046,0001,1089,190331,01,111111,02,03,03,,,,,,,,,,,,,1,,4,VENTA DE CUADROS Y LIBRO EN UN MERCADO,71,SIN NOMBRE,46,2,22057
01,058,2,5,19,046,0001,1089,190331,02,111111,02,02,06,,,,,,,,,,,,,8,5,,,,,,,22057
01,028,1,5,19,046,0001,1089,190331,03,111111,01,07,02,3,CIRUJANO DENTISTA,1,1,2,1,2,2,,,2,1,1,,1,LABORATORISTA DE CONTROL DE CALIDAD,12,PRODUCTOS LIRIO,31,2,25649
01,083,1,5,19,046,0001,1089,190331,04,111111,01,02,02,,,,,,,,,,,,,6,5,,,,,,,25649
01,040,1,5,19,046,0001,1089,190331,05,111111,03,00,00,,,,,,,,,,,,,1,,2,"OBRA NEGRA, HACE MEZCLA, ZARPEA, AFINA",54,NO TIENE NOMBRE,23,2,25649
01,035,2,5,19,006,0001,0668,190333,01,111111,02,03,03,,,,,,,,,,,,,1,,6,,,,,,14920
01,022,1,5,19,006,0001,0668,190333,02,111111,03,04,01,2,PREPARATORIA,2,,,,,2,,,2,2,1,,1,TEC. DE SISTEMAS DE FILTRACION Y PURIFICACION DE,12,GRUPO ULTRAPRECISION  DELTA,46,1,37300
01,029,2,5,19,006,0001,0668,190333,03,111111,02,03,03,,,,,,,,,,,,,1,,1,OPERARIA ENCARGARSE DE UNAS MAQUINAS ENSAMBLADAS,53,EL COTEC,33,2,14920
01,039,1,5,19,006,0001,0668,190333,04,111111,01,07,05,3,CONTADOR PUBLICO,1,1,1,1,1,2,,,2,1,1,,1,FISCAL Y CONTABLE ADMINISTRATIVO,11,DISTRIBUIDORA DE DULCES UGARTE,46,2,37300
01,043,2,5,19,006,0001,0668,190333,05,111111,02,02,02,,,,,,,,,,,,,5,5,,,,,,,14920
01,019,2,5,19,046,0001,0127,190340,01,111111,05,04,02,2,MEDICO CIRUJANO PARTERO,1,,,,,1,1,2,2,2,4,5,,,,,,,34208
01,032,1,5,19,046,0001,0127,190340,03,111111,01,03,03,,,,,,,,,,,,,1,,1,OPERADOR DE PRENSA DE PERIODICO DEL NORTE,53,EDITORA DEL SOL,32,2,17104
01,027,2,5,19,046,0001,0127,190340,04,111111,03,06,03,2,PUBLICIDAD Y DISE�O,2,,,,,2,,,2,2,1,,1,"DISE�O GRAFICO, SE ENCARGA DEL DISE�O Y PROGRAMAC",14,APPSA BORDADOS,54,2,34208
01,043,1,5,19,046,0001,0127,190340,05,111111,01,04,02,2,PREPARATORIA,1,,,,,2,,,2,1,1,,5,"MECANICO AUTOMOTRIZ GENRAL,REPARACION EN MOTORES",52,SERVICIO MECANICO GIL,81,2,17104
01,039,1,5,19,039,0001,0940,190382,02,111111,01,02,06,,,,,,,,,,,,,1,,1,SUPERVISA LAS VENTAS DE UN BAR,21,BAHAMAS CLUB,72,2,20403
01,069,2,5,19,039,0001,0940,190382,03,111111,02,02,06,,,,,,,,,,,,,5,5,,,,,,,52464
01,048,1,5,19,039,0001,0940,190382,04,111111,01,07,05,3,DOSCENCIA,1,1,1,1,1,2,,,1,1,1,,1,IMPARTE CLASES EN ESCUELA SECUNDARIA,13,ESCUELA SECUNDARIA DOCTOR DAVID PE�A #36,61,2,20403
01,069,1,5,19,039,0001,0940,190382,05,111111,01,06,01,2,"TAQUIGRAFIA, MECANOGRAFIA",2,,,,,2,,,2,2,6,5,,,,,,,20403
01,069,1,5,19,039,0001,1525,190383,01,111111,01,07,05,3,CONTADOR PUBLICO,1,2,2,2,1,2,,,2,1,1,,1,LLEVA LA CONTABILIDAD Y ADMINISTRACION DE SU NEGOC,11,LABORATORIO LA PATRIA,43,2,22844
01,045,2,5,19,039,0001,1525,190383,02,111111,02,06,03,2,EDUCADORA,1,,,,,2,,,2,2,1,,1,CUIDA NI�OS EN UNA GUARDERIA,81,GENESIS,61,2,38073
01,030,1,5,19,039,0001,1525,190383,03,111111,04,07,05,4,INGENIERO EN ADMINISTRACION DE SISTEMAS,1,2,1,1,1,2,,,1,1,1,,1,SUPERVISADO AL PERSONAL OPERARIO,51,FILTROS GONER,33,2,22844
01,072,2,5,19,039,0001,1525,190383,04,121112,01,06,03,1,,,,,,,,,,,,1,,5,PREPARACION Y VENTA DE COMIDAS CASERAS,54,SNACK CALAMBRE,72,2,38073
02,031,1,5,19,039,0001,1525,190383,04,221122,01,04,02,2,,1,,,,,2,,,2,2,1,,1,COBRANZA Y ATENCION AL CLIENTE,62,CONCEPTOS INTEGRALES DE COMUNICACION,54,2,0
01,072,2,5,19,039,0001,1525,190383,05,111111,02,02,03,,,,,,,,,,,,,8,5,,,,,,,38073
01,037,2,5,19,039,0001,4163,190477,01,111111,02,03,03,,,,,,,,,,,,,8,5,,,,,,,31034
01,076,1,5,19,039,0001,4163,190477,02,111111,01,02,03,,,,,,,,,,,,,8,5,,,,,,,36088
01,052,1,5,19,039,0001,4163,190477,03,111111,01,03,03,,,,,,,,,,,,,1,,1,CUIDA Y VIGILA EL ESTACIONAMIENTO,83,CANTINA Y COSINA NACIONAL,72,2,36088
01,053,2,5,19,039,0001,4163,190477,04,131113,02,02,02,,,,,,,,,,,,,5,5,,,,,,,31034
01,036,1,5,19,039,0001,4163,190477,04,231123,01,03,02,,,,,,,,,,,,,1,,1,"REPARACION DEL HOTEL (PINTOR, REPARADOR)",12,PLAZA FIESTA SAN AGUSTIN,72,2,36088
01,027,1,5,19,039,0001,4163,190477,04,331133,01,02,06,,,,,,,,,,,,,1,,1,LIMPIA PISOS DEL HOTEL,81,PLAZA FIESTA SAN AGUSTIN,72,2,36088
01,031,1,5,19,039,0001,4163,190477,05,111111,01,03,03,,,,,,,,,,,,,1,,1,"SE ENCARGA DE CALENTAR TORTILLAS, PREPARAR TACOS",52,TACOS EL PRIMITO,72,2,36088
01,031,1,5,19,026,0001,2313,190510,02,111111,01,07,05,3,LICENCIADO EN DERECHO,1,2,2,2,2,2,,,2,2,1,,1,SUPERVISAR Y DISTRIBUIR LOS POLICIAS,21,SEGURIDAD PUBLICA DEL ESTADO,93,3,30409
01,018,2,5,19,026,0001,2313,190510,04,111111,03,03,03,,,,,,,,,,,,,4,5,,,,,,,26150
01,043,2,5,19,039,0001,4464,190512,01,111111,02,02,04,,,,,,,,,,,,,8,5,,,,,,,23124
01,023,2,5,19,039,0001,4464,190512,02,111111,06,03,03,,,,,,,,,,,,,5,5,,,,,,,23124
01,032,2,5,19,039,0001,4464,190512,03,111111,03,06,03,2,PROGRAMADOR ANALISTA,2,,,,,2,,,2,2,1,,4,ELABORA Y VENDE TORTILLAS DE HARINA MANUALMENTE,52,NO TIENE HAMBRE,31,2,23124
01,019,2,5,19,039,0001,4464,190512,04,111111,04,03,02,,,,,,,,,,,,,1,,1,COBRAR LOS TACOS QUE SE VENDEN EN UN LOCAL,62,TACOS PIPE,72,2,23124
01,031,2,5,19,039,0001,4464,190512,05,111111,01,06,02,2,SECRETARIA CONTADOR,2,,,,,2,,,1,1,1,,1,HACER FACTURAS EN MAQUINA DE ESCRIBIR,62,RAMSA,43,2,23124
01,050,2,5,19,021,0001,0448,190519,01,111111,02,06,03,1,,,,,,,,,,,,5,5,,,,,,,14980
01,054,1,5,19,021,0001,0448,190519,02,111111,01,03,03,,,,,,,,,,,,,2,,1,CARTERO REPARTO DE CARTAS,62,SEPOMEX,49,2,29960
01,037,2,5,19,021,0001,0448,190519,03,111111,02,02,03,,,,,,,,,,,,,5,5,,,,,,,14980
01,023,1,5,19,021,0001,0448,190519,04,111111,03,07,02,3,ARQUITECTURA,1,2,2,2,1,1,2,1,,,1,,1,CHOFER DE TAXI PARTICULAR,55,TAXI BASE NOGALAR,48,2,29960
01,049,2,5,19,021,0001,0448,190519,05,111111,01,04,02,2,PREPARATORIA,1,,,,,2,,,2,2,5,5,,,,,,,14980
01,078,1,5,19,039,0001,0372,190561,01,111111,01,02,06,,,,,,,,,,,,,6,5,,,,,,,18433
01,053,2,5,19,039,0001,0372,190561,02,111111,02,07,06,3,LICENCIADA EN NORMAL SUPERIOR,1,1,1,1,1,2,,,1,1,1,,1,DA CLASES EN UNA ESCUELA SECUNDARIA,13,SECUNDARIA N. 41,61,2,12288
01,037,2,5,19,039,0001,0372,190561,03,111111,02,06,03,2,SECRETARIA DE CONTADOR,2,,,,,2,,,2,2,8,5,,,,,,,12288
01,044,1,5,19,039,0001,0372,190561,04,111111,01,07,05,3,CONTADOR PUBLICO,1,1,1,1,1,2,,,2,1,1,,1,LLEVA LA CONTABILIDAD DE UNA EMPRESA,61,CERVECERIA CUAUHTEMOS MOCTEZUMA S.A,31,1,18433
01,046,2,5,19,039,0001,0372,190561,05,111111,01,06,03,2,CONTADOR PUBLICO,2,,,,,2,,,2,2,1,,1,CREDITOS Y COBRANZAS Y VENTAS A GRANDES CLIENTES,62,LLANTAS Y SERVICIOS DEGA,43,2,12288
01,044,1,5,19,046,0001,0593,190571,01,111111,01,07,02,3,INGENIERIA EN ELECTRONICA,1,1,1,1,1,2,,,2,1,2,,1,REGISTRO Y CONTROL A LA CARTERA DEL IMSS,62,IMSS,93,3,30461
01,039,2,5,19,046,0001,0593,190571,02,111111,02,06,03,2,SECRETARIA PARLAMENTARIA,2,,,,,2,,,2,2,8,5,,,,,,,11604
01,033,2,5,19,046,0001,0593,190571,03,111111,02,07,04,3,LICENCIADA EN ENFERMERIA,1,1,2,1,1,2,,,2,1,1,,4,ES ENCARGADA DE UNA TIENDA DE ABARROTES,71,SUPER EXA,46,2,11604
01,035,2,5,19,046,0001,0593,190571,04,111111,02,07,04,3,LIC. EN INFORMATICA ADMINISTRATIVA,1,2,2,2,1,2,,,2,2,1,,1,LLEVA EL MANEJO DE GASTOS Y COSTOS,12,PROTEC,46,2,11604
01,046,1,5,19,046,0001,0593,190571,05,111111,01,07,01,3,LICENCIADO EN ADMINISTRACION DE EMPRESAS,2,1,1,1,1,2,,,2,2,1,,1,"ESPECTACULOS, ES IMITADOR DE ARTISTAS",14,ORGANIZACION ARTISTICA,72,2,30461
01,058,2,5,19,026,0001,2313,190510,05,111111,02,03,03,,,,,,,,,,,,,5,5,,,,,,,26150
01,049,1,5,29,025,0001,0243,290003,01,111111,01,02,06,,,,,,,,,,,,,1,,4,"CONSTRUCCION DE CASAS, LEVANTA PAREDES",52,NO TIENE NOMBRE,23,2,4758
01,056,2,5,29,025,0001,0243,290003,02,111111,02,03,03,,,,,,,,,,,,,5,5,,,,,,,4476
01,039,2,5,29,025,0001,0243,290003,03,111111,02,02,06,,,,,,,,,,,,,1,,1,COSE PANTALONES Y P�LAYERAS PARA NI�O,52,TALLER DE COSTURA SIN NOMBRE,31,2,4476
01,027,1,5,29,025,0001,0243,290003,04,111111,01,02,06,,,,,,,,,,,,,1,,1,CONDUCIR MICROBUS Y COBRAR EL PASAJE,55,UTP,48,3,4758
01,046,2,5,29,025,0001,0243,290003,05,111111,02,03,03,,,,,,,,,,,,,5,5,,,,,,,4476
01,026,2,5,29,038,0002,0097,290013,01,111111,02,02,03,,,,,,,,,,,,,5,5,,,,,,,4056
01,052,1,5,29,038,0002,0097,290013,02,111111,01,04,03,2,CIENCIAS BIOLOGICAS,1,,,,,2,,,2,1,1,,4,VENTA DE TEZONTLE DE PIEDRA,55,TRABAJ POR SU CUENTA,43,2,4312
01,028,1,5,29,038,0002,0097,290013,03,111111,01,02,06,,,,,,,,,,,,,8,5,,,,,,,4312
01,033,2,5,29,038,0002,0097,290013,04,111111,02,03,03,,,,,,,,,,,,,5,5,,,,,,,4056
01,050,1,5,29,038,0002,0097,290013,05,111111,01,02,03,,,,,,,,,,,,,1,,4,TODA ACTIVIDAD LA REALIZA MANUALMENTE,82,CASA PARTICULAR NO TIENE NOMBRE,56,2,4312
01,022,2,5,29,042,0001,0013,290037,01,111111,02,07,04,3,LIC. EN CIENCIAS DE LA COMUNICACION,1,2,2,2,1,1,1,2,,,4,5,,,,,,,3483
01,065,2,5,29,042,0001,0013,290037,03,111111,03,02,01,,,,,,,,,,,,,1,,4,"PONER A COCER EL MAIZ, LO LLEVA A MOLER",52,TORTILLERIA SIN NOMBRE,31,2,3483
01,058,1,5,29,042,0001,0013,290037,04,111111,01,02,05,,,,,,,,,,,,,8,3,6,,,,,,3702
01,043,2,5,29,042,0001,0013,290037,05,111111,02,03,03,,,,,,,,,,,,,5,5,,,,,,,3483
01,024,1,5,29,039,0001,0060,290043,01,111111,01,07,05,3,INGENIERIA INDUSTRIAL,1,2,1,1,1,2,,,1,1,1,,1,REVISAR LAS PIEZAS QUE SON FORJADAS POR LOS TRABAJ,51,FRABRICA DE PIEZAS METALMECANICAS,33,2,3669
01,036,2,5,29,039,0001,0060,290043,02,111111,01,03,03,,,,,,,,,,,,,1,,2,REVISAR PRENDAS Y TRAJES DE BA�O DE FORMA MANUAL,51,"FABRICA ""VISTA DE HUMANTLA""",31,2,3452
01,026,1,5,29,039,0001,0060,290043,03,111111,01,04,03,2,CIENCIAS DE LA SALUD,1,,,,,2,,,1,2,1,,2,"ESTA ENCARGADA DE ALMACENAR EL PRODUCTO EN CAJAS,",54,FABRICA DE HERBISIDAS,32,1,3669
01,019,1,5,29,048,0001,006A,290044,01,111111,05,02,06,,,,,,,,,,,,,5,5,,,,,,,7218
01,061,2,5,29,048,0001,006A,290044,02,111111,02,02,04,,,,,,,,,,,,,5,5,,,,,,,1805
01,033,2,5,29,048,0001,006A,290044,03,111111,02,03,03,,,,,,,,,,,,,5,5,,,,,,,1805
01,020,2,5,29,048,0001,006A,290044,04,111111,04,02,03,,,,,,,,,,,,,5,5,,,,,,,1805
01,019,2,5,29,048,0001,006A,290044,05,111111,03,03,03,,,,,,,,,,,,,5,5,,,,,,,1805
01,051,2,5,29,028,0001,0141,290048,01,111111,02,02,03,,,,,,,,,,,,,5,5,,,,,,,3877
01,039,2,5,29,028,0001,0141,290048,02,111111,02,02,06,,,,,,,,,,,,,5,5,,,,,,,3877
01,035,2,5,29,028,0001,0141,290048,03,111111,02,03,03,,,,,,,,,,,,,5,5,,,,,,,3877
01,034,2,5,29,028,0001,0141,290048,04,111111,02,03,03,,,,,,,,,,,,,1,,2,EMPACA MATERIAL ELECTRONICO MANUALMENTE,54,SCNHER,33,3,3877
01,039,1,5,29,028,0001,0141,290048,05,111111,01,04,03,2,TECNICO EN MAQUINAS Y HERRAMIENTAS,1,,,,,2,,,2,1,1,,4,"PRESTA EL SERVICIO DE PLOMERO, DESTAPA CA�ERIAS",52,"NO TIENE NOMBRE, TRABAJA POR SU CUENTA",23,2,4121
01,038,1,5,29,033,0001,0527,290049,01,111111,01,07,05,3,LIC. EN CONTADURIA PUBLICA,1,2,2,2,1,2,,,2,2,1,,1,ASESORAR CASOS JURIDICOS CONTABLES REL.AL IMSS,11,DELEGACION METROPOLITANA DEL IMSS,93,3,5002
01,024,2,5,29,033,0001,0527,290049,02,111111,03,07,04,3,LIC. EN EDUCACION PREESCOLAR,1,2,2,2,1,2,,,1,2,1,,1,LES ENSE�A A LOS NI�OS SUS PRIMERAS LETRAS,13,JARDIN DE NI�OS BEATRIZ PAREDES,61,2,4705
01,048,2,5,29,033,0001,0527,290049,03,111111,02,03,03,,,,,,,,,,,,,5,5,,,,,,,4705
02,999,9,5,29,033,0001,0527,290049,04,111111,01,05,04,2,MAESTRO DE EDUCAION PRIMARIA,1,9,9,9,9,2,,,2,2,1,,1,IMPARTE CLASES A NIVEL PRIMARIA,13,NO PROPORCIONO EL NOMBRE,61,2,0
01,032,1,5,29,033,0001,0527,290049,05,111111,01,03,03,,,,,,,,,,,,,1,,4,"REALIZA CORTES DE CARNE, PREPARA LONGANIZA.",52,CARNICERIA SIN NOMBRE,46,2,5002
01,026,1,5,29,005,0001,0645,290109,01,111111,01,07,05,3,ING. EN ELECTROMECANICA,1,2,1,1,1,2,,,1,1,1,,1,SUPERVISA LAS PERSONAS QUE ESTAN A CARGO DE MAQUIN,51,EMBOTELLADORA LA MALINCHE,32,2,3423
01,024,1,5,29,005,0001,0645,290109,02,111111,01,06,01,2,MECANICO AUTOMOTRIZ,1,,,,,2,,,2,1,1,,1,"CARGA, DESCARGA Y TRANSPORTA MATERIAL DE ALUMINIO",81,ABC ALUMINIO,43,2,3423
01,037,2,5,29,005,0001,0645,290109,03,111111,01,03,03,,,,,,,,,,,,,1,,1,RECIBE A LAS PERSONAS QUE REQUIEREN UN CUARTO,62,HOTEL REGIS,72,2,3655
01,033,2,5,29,005,0001,0645,290109,04,111111,01,07,04,3,LIC. EN INFORMATICA,1,2,2,2,1,2,,,1,1,5,5,,,,,,,3655
01,028,2,5,29,005,0001,0645,290109,05,111111,01,04,01,2,AUXILIAR CONTABLE,1,,,,,2,,,1,1,1,,1,"REALIZA FACTURAS, NOTAS DE REMISION,",62,TALLER MECANICO Y REFACCIONARIA HERMANOS GM,81,2,3655
01,050,2,5,29,018,0001,0018,290130,01,111111,04,02,03,,,,,,,,,,,,,7,,,,,,,,4426
01,049,1,5,29,018,0001,0018,290130,02,111111,01,02,06,,,,,,,,,,,,,1,,4,"CONSTRUCCION DE CASAS, LEVANTA PAREDES, TECHOS",52,NO TIENE NOMBRE,23,2,4704
01,050,2,5,29,018,0001,0018,290130,03,111111,02,02,06,,,,,,,,,,,,,8,3,6,,,,,,4426
01,032,1,5,29,018,0001,0018,290130,04,111111,01,00,00,,,,,,,,,,,,,1,,2,ELABORA SARAPES CON TELAR DE MADERA,52,TALLER ARTESANO SIN NOMBRE,31,2,4704
01,040,2,5,29,018,0001,0018,290130,05,111111,05,06,03,2,ASISTENTE EJECUTIVO,1,,,,,2,,,2,2,5,5,,,,,,,4426
01,057,1,5,29,043,0008,010A,290135,02,111111,01,02,06,,,,,,,,,,,,,1,,4,CONDUCE UN CAMION DE VOLTEO Y ACARREA MATERIAL,55,NO TIENE NOMBRE,43,2,5037
01,023,2,5,29,043,0008,010A,290135,03,111111,07,05,04,3,LIC. EN EDUCACION PRIMARIA,1,2,2,2,1,2,,,2,2,1,,1,IMPARTE CLAES A LUMNOS DE SEXTO DE PRIMARIA,13,ESCUELA PRIMARIA LUIS PASTEUR,61,2,4739
01,036,1,5,29,043,0008,010A,290135,04,111111,01,03,03,,,,,,,,,,,,,1,,1,CARGA Y DESCARGA DE MATERIAL PARA CONSTRUCCION,81,MATERIALES PARA CONSTRUCCION LA MISERICORDIA,43,2,5037
01,059,2,5,29,043,0008,010A,290135,05,111111,02,02,03,,,,,,,,,,,,,5,5,,,,,,,4739
01,036,2,5,29,044,0001,0198,290141,02,111111,03,03,03,,,,,,,,,,,,,5,5,,,,,,,3553
01,032,1,5,29,044,0001,0198,290141,03,111111,01,03,03,,,,,,,,,,,,,8,3,6,,,,,,3776
01,064,1,5,29,044,0001,0198,290141,04,111111,01,02,02,,,,,,,,,,,,,6,5,,,,,,,3776
01,023,1,5,29,044,0001,0198,290141,05,111111,03,03,03,,,,,,,,,,,,,1,,1,"CUIDA LOS BANCOS, LAS CALLES Y LOS VAN TURNANDO",83,POLICIA MUNICIPAL,93,2,3776
01,068,1,5,29,018,0001,008A,290169,01,111111,06,00,00,,,,,,,,,,,,,8,3,6,,,,,,4927
01,032,2,5,29,018,0001,008A,290169,02,111111,02,03,03,,,,,,,,,,,,,8,3,6,,,,,,4635
01,050,2,5,29,018,0001,008A,290169,03,111111,01,02,06,,,,,,,,,,,,,1,,4,CONFECCIONAR ROPA PARA DAMA,52,"TRABAJA POR SU CUENTA, NO TIENE NOMBRE",31,2,4635
01,078,1,5,29,018,0001,008A,290169,04,111111,01,02,01,,,,,,,,,,,,,8,5,,,,,,,4927
01,041,2,5,29,018,0001,008A,290169,05,111111,02,02,06,,,,,,,,,,,,,5,5,,,,,,,4635
01,075,1,5,29,010,0012,0378,290200,01,111111,01,07,05,3,INGENIERIA QUIMICA,1,1,1,1,1,2,,,1,1,6,5,,,,,,,4365
01,031,1,5,29,010,0012,0378,290200,02,111111,01,02,06,,,,,,,,,,,,,1,,4,"CONSTRUCCION DE CASAS, LEVANTA PAREDES, TECHOS",52,"TRABAJA POR SU CUENTA, NO TIENE NOMBRE",23,2,4365
01,018,2,5,29,010,0012,0378,290200,03,111111,06,04,02,2,CIENCIAS DE LA SALUD,1,,,,,1,2,2,,,4,5,,,,,,,4107
01,085,1,5,29,010,0012,0378,290200,04,111111,01,02,02,,,,,,,,,,,,,8,5,,,,,,,4365
01,036,1,5,29,010,0012,0378,290200,05,111111,01,03,03,,,,,,,,,,,,,8,3,6,,,,,,4365
01,032,2,5,29,032,0001,0021,290204,01,111111,02,04,03,2,CIENCIAS BIOLOGICAS,1,,,,,2,,,1,1,5,5,,,,,,,3723
01,064,1,5,29,032,0001,0021,290204,02,111111,02,02,03,,,,,,,,,,,,,8,3,6,,,,,,3958
01,035,2,5,29,032,0001,0021,290204,03,111111,02,03,03,,,,,,,,,,,,,5,5,,,,,,,3723
01,024,2,5,29,032,0001,0021,290204,04,111111,05,03,03,,,,,,,,,,,,,8,3,6,,,,,,3723
01,043,2,5,29,032,0001,0021,290204,05,111111,02,03,03,,,,,,,,,,,,,5,5,,,,,,,3723
01,023,2,5,29,033,0001,0527,290270,01,111111,02,07,04,3,LIC. EN EDUCACION ESPECIAL,1,2,2,2,1,1,2,2,,,4,5,,,,,,,3326
01,040,2,5,29,033,0001,0527,290270,02,111111,01,07,04,3,LIC. EN TRABAJO SOCIAL,1,1,2,2,1,2,,,1,1,5,5,,,,,,,3326
01,022,2,5,29,033,0001,0527,290270,03,111111,03,07,02,3,LIC. EN DISE�O GRAFICO,2,1,1,1,1,1,2,1,,,4,5,,,,,,,3326
01,039,2,5,29,033,0001,0527,290270,04,111111,01,03,03,,,,,,,,,,,,,5,5,,,,,,,3326
01,033,2,5,29,033,0001,0527,290270,05,111111,02,04,03,2,CIENCIAS DE LA SALUD,1,,,,,2,,,2,1,1,,4,VENDE PRODUCTOS DE AVON COMO PERFUMES,72,AVON,46,1,3326
01,063,2,5,29,005,0001,0630,290324,01,111111,02,02,03,,,,,,,,,,,,,1,,4,"VENDE FRUTAS Y VERDURAS, ATIENDE NEGOCIO",71,VERDULERIA SIN NOMBRE,46,2,4448
01,044,2,5,29,005,0009,0594,290324,02,111111,02,04,03,2,HUMANIDADES,1,,,,,2,,,2,2,1,,1,"ACOMODAR MERCANCIA, PONER PRECIOS, VENDER MERCANCI",71,PAPELERIA DEL PARQUE,46,2,4448
01,053,2,5,29,005,0009,0594,290324,03,111111,01,00,00,,,,,,,,,,,,,1,,4,"PONER A COSER EL MAIZ, LO LLEVA AL MOLINO",52,TORTILLERIA SIN NOMBRE,31,2,4448
01,021,2,5,29,005,0009,0594,290324,04,111111,04,03,03,,,,,,,,,,,,,8,5,,,,,,,4448
01,041,2,5,29,005,0009,0594,290324,05,111111,03,02,06,,,,,,,,,,,,,1,,1,OPERA UNA MAQUINA DE COSER (ENSAMBLAR PIEZAS),52,TALLER DE COSTURA SIN NOMBRE,31,2,4448
01,049,1,5,29,024,0001,0157,290332,01,111111,01,02,06,,,,,,,,,,,,,1,,1,"CONSTRUCCION DE CASAS, LEVANTA PAREDES",52,"TRABAJA POR SU CUENTA, NO TIENE NOMBRE",23,2,2916
01,036,2,5,29,024,0001,0157,290332,02,111111,02,03,03,,,,,,,,,,,,,5,5,,,,,,,729
01,062,2,5,29,024,0001,0157,290332,03,111111,02,07,05,3,MEDICO CIRUJANO,1,1,1,1,1,2,,,1,2,6,5,,,,,,,729
01,071,2,5,29,024,0001,0157,290332,04,111111,02,07,05,3,LIC. EN LENGUA Y LITERARIO,2,1,1,1,1,2,,,1,2,6,5,,,,,,,729
01,034,2,5,29,024,0001,0157,290332,05,111111,01,07,05,3,LIC. EN LINGUISTICA APLICADA,2,2,2,2,2,2,,,1,2,1,,4,IMPARTE CLASES DE INGLES PARTICULAR,13,"TRABAJA POR SU CUENTA, NO TIENE NOMBRE",61,2,729
01,018,2,5,29,005,0001,0344,290388,01,111111,03,04,02,2,CIENCIAS ADMINISTRATIVAS,2,,,,,1,1,2,,,4,5,,,,,,,3389
01,023,1,5,29,005,0001,0344,290388,02,111111,02,07,03,3,LIC. EN INFORMATICA,1,2,2,2,1,2,,,1,1,1,,4,SE ENCARGA DE ABRIR Y CERRAR EL LOCAL,11,CENTRO DE COMPUTO ARROBA CAFE INTERNET,51,2,3173
01,052,1,5,29,005,0001,0344,290388,03,111111,01,04,03,2,CONTABILIDAD,1,,,,,2,,,2,2,6,5,,,,,,,3173
01,022,2,5,29,005,0001,0344,290388,04,111111,03,07,04,3,MEDICO CIRUJANO PARTERO,1,1,1,1,1,1,2,2,,,4,5,,,,,,,3389
01,018,2,5,29,005,0001,0344,290388,05,111111,03,04,02,2,CONSTRUCCION DE VIVIENDAS,1,,,,,1,2,2,,,4,5,,,,,,,3389
01,058,1,5,29,041,0001,0088,290392,02,111111,01,03,03,,,,,,,,,,,,,8,3,6,,,,,,6126
01,025,2,5,29,041,0001,0088,290392,03,111111,04,03,03,,,,,,,,,,,,,5,5,,,,,,,5763
01,053,1,5,29,041,0001,0088,290392,04,111111,01,03,03,,,,,,,,,,,,,8,3,6,,,,,,6126
01,040,2,5,29,041,0001,0088,290392,05,111111,02,02,06,,,,,,,,,,,,,1,,4,"PREPARA TORTAS, TACOS, GUISADOS,SOPA",81,"VENTA DE COMIDA Y ANTOJITOS, CAZETA MESA",72,2,5763
01,062,1,5,29,033,0001,0118,290397,01,111111,01,05,04,2,LIC. EN EDUCACION,1,,,,,2,,,1,2,6,5,,,,,,,3458
01,028,2,5,29,033,0001,0118,290397,02,111111,02,03,03,,,,,,,,,,,,,5,5,,,,,,,3693
01,027,1,5,29,033,0001,0118,290397,03,111111,01,04,03,2,PREPARATORIA,2,,,,,2,,,1,2,1,,4,"LIMPIAR EL NEGOCIO, ATENDER A LOS CLIENTES",71,ZAPATERIA RIZET,46,2,3458
01,058,1,5,29,033,0001,0118,290397,04,111111,01,07,05,3,LIC. EN EDUCACION,1,1,2,2,1,2,,,2,1,6,5,,,,,,,3458
01,034,2,5,29,033,0001,0118,290397,05,111111,07,07,05,3,LIC. ENSE�A EN LENGUAS EXTRANJERAS,1,2,2,2,2,2,,,2,2,1,,1,"CONTROL DE INVENTARIOS, ORDENES DE COMPRA",61,CENTRO DE CORTE DE TETLA S.A. DE C.V.,31,2,3693
