"TPREG,C,1","ENTIDAD,C,2","MUNICIPIO,C,3","LOCALIDAD,C,4","AGEB,C,4","NUMCONTROL,C,6","VIVSEL,C,2","IDHOGAR,C,1","DEGVIV,C,1","NUMREN,C,2","NIVELINS,C,2","APOBO,C,2","CODCARR,C,3","ESPE,C,50","ANTESCO,C,1","BIOLOGIA,C,1","FISICA,C,1","QUIMICA,C,1","MATEMA,C,1","TIPOESC,C,1","EDADULG,C,2","ACTESTUDI,C,1","CIENTIF1,C,1","INGEN1,C,1","CIENTIF2,C,1","INGEN2,C,1","CONDACT,C,1","VERIDACT,C,1","POSDOCU,C,1","TAROFUN,C,70","OCUPACION,C,2","ESPECI,C,60","NODUNIECO,C,60","ACTIECO,C,2","ESPECIF,C,60","ACTICIEN,C,1","LLAVE,C,23"
4,10,005,0001,3895,100373,05,1,1,02,02, 2,,,,,,,,,,,,,,,5,5,,,,,,,,,10005000138951003730511
4,10,005,0001,4200,100364,01,1,1,01,06, 4,144,ENFERMERIA GENERAL,2,,,,,2,36,2,,,1,2,1,,1,ATENCION GENERAL AL PACIENTE ADULTO,12,ENFERMERA GENERAL DE ADULTOS,HOSPITAL GENERAL,62,PROPORCIONAR SERVICIOS MEDICOS A LA POBLACION EN GENERAL,1,10005000142001003640111
4,10,005,0001,4200,100364,02,1,1,01,02, 6,,,,,,,,,,,,,,,1,,5,PINTAR LAS PAREDES DE UNA CASA,52,PINTOR DE CASAS,PINTOR SIN NOMBRE,23,A PROPORCIONAR EL SERVICIO DE PINTURA EN CASAS PARTICULARES,2,10005000142001003640211
4,10,005,0001,4200,100364,03,1,1,01,02, 6,,,,,,,,,,,,,,,1,,1,BARRER Y TRAPEAR EN LOS AVIONES,81,ENCARGADO DE LIMPIEZA EN LOS AVIONES,SERVICIOS AEREOS DEL GOBIERNO DEL ESTADO,93,SE DEDICA A PROPORCIONAR EL SERVICIO DE TRANSPORTACION DE GE,2,10005000142001003640311
4,10,005,0001,4200,100364,04,1,1,01,06, 3,055,SECRETARIA BILINGUE,1,,,,,,,,,,,,1,,1,REALIZAR LABORES DE LIMPIEZA EN UN JARDIN DE NIÑOS,81,INTENDENTE,JARDIN DE NIÑOS INGENIERO JESUS TEVAR,61,A PROPORCIONAR SERVICIOS DE EDUCACION PREESCOLAR PUBLICA,2,10005000142001003640411
4,10,005,0001,4200,100364,05,1,1,01,02, 6,,,,,,,,,,,,,,,1,,4,ELABORACION DE GORDAS Y TACOS EN SU DOMICILIO,81,GORDERA,GORDERA SIN NOMBRE,72,A LA ELABORACION Y VENTA DE GORDAS Y TACOS EN SU DOMICILIO,2,10005000142001003640511
4,10,005,0001,4323,100194,02,1,1,04,04, 3,,,,,,,,2,18,1,2,1,,,4,5,,,,,,,,,10005000143231001940211
4,10,005,0001,4323,100194,03,1,1,01,02, 6,,,,,,,,,,,,,,,1,,4,ATENDER CLIENTES COBRARLES Y DARLES CAMBIO EN UNA TIENDA,71,COMERCIANTE DE ABARROTES,MISCELANEA SIN NOMBRE,46,A LA VENTA DE ABARROTES AL POR MENOR,2,10005000143231001940311
4,10,005,0001,4323,100194,04,1,1,02,07, 3,363,INGENIERIA BIOQUIMICA,3,1,1,1,1,1,22,1,1,1,,,1,,1,ATENDER Y DARLES SEGUIMIENTO A QUEJAS DE PERSONAS QUE VIENEN DE ESTADO,62,OBSERVADOR PROGRAMA PAISANO,INSTITUTO NACIONAL DE MIGRACION,93,RECIBIR QUEJAS DEL PROGRAMA PAISANO Y DEPORTAR A MIGRANTES,2,10005000143231001940411
4,10,005,0001,4357,100234,01,1,1,01,08, 1,593,MAESTRIA EN IMPUESTOS PUBLICOS,4,2,2,2,1,2,30,1,1,2,,,1,,1,CALCULAR IMPUESTOS Y PLANEACIONES FISCALES EN UNA EMPRESA,11,ENCARGADA DEL DEPARTAMENTO DE IMPUESTOS,ATALAYA DE ARGENTA S.A. DE C.V.,56,PRESTAR SERVICIOS ADMINISTRATIVOS A EMPRESAS PRIVADAS,2,10005000143571002340111
4,10,005,0001,4357,100234,02,1,1,02,07, 5,393,CONTADOR PUBLICO,3,2,2,2,1,1,24,2,,,2,1,1,,1,REALIZAR ESTUDIOS A LOS CONTRIBUYENTES DE EMPRESAS PARA POSIBLES AUDIT,11,PROGRAMADOR DE AUDITORIAS,SECRETARIA DE FINANZAS DEL ESTADO DE DURANGO,93,RECAUDAR INGRESOS ADMINISTRARLOS Y APLICARLOS A LA OBRA PUBL,2,10005000143571002340211
4,10,005,0001,4357,100234,03,1,1,01,07, 5,392,LICENCIADO EN ADMINISTRACION DE EMPRESAS,3,2,2,2,1,1,24,2,,,2,1,1,,5,DISEÑAR E IMPRIMIR FORMATOS ADEMAS DE ADMINISTRAR EL NEGOCIO DE IMPREN,52,ADMINISTRADOR DE IMPRENTA,RAZA IMPRESORES,32,PRESTAR EL SERVICIO DE IMPRENTA DE FORMATOS ASI COMO EL DE E,2,10005000143571002340311
4,10,005,0001,4357,100234,05,1,1,01,04, 3,,,,,,,,1,18,2,,,2,1,1,,1,LEVANTAR PEDIDOS DE LACTEOS CON UNA HAND HELL (LIBRETA ELECTRONICA),71,REPRESENTANTE DE VENTAS,YAKULT NOMBRE JAPONES SIGNIFICA YUGURTH,31,ELABORACION Y DISTRIBUCION DE LACTEOS,1,10005000143571002340511
4,10,005,0001,4450,100037,01,1,1,02,06, 3,186,SECRETARIADO,2,,,,,1,25,2,,,2,2,1,,1,CUIDA A LA GENTE QUE NO ROBE MERCANCIA DE UNA TIENDA Y QUE TODO ESTE E,83,GUARDIA DE SEGURIDAD DE UNA TIENDA,GIGANTE S.A. DE C.V.,46,"A LA VENTA AL MENUDEO DE ABARROTES, ROPA, COMIDA HERRAMIENTA",2,10005000144501000370111
4,10,005,0001,4450,100037,02,1,1,02,03, 3,,,,,,,,,,,,,,,5,5,,,,,,,,,10005000144501000370211
4,10,005,0001,4450,100037,03,1,1,01,03, 3,,,,,,,,,,,,,,,1,,1,ARCHIVAR DOCUMENTACION MILITAR CONFIDENCIAL,62,ARCHIVISTA,SECRETARIA DE LA DEFENSA NACIONAL,93,SALVAGUARDAR LA SOBERANIA Y PRESTAR APOYO A LA POBLACION CIV,2,10005000144501000370311
4,10,005,0001,4450,100037,04,1,1,01,02, 6,,,,,,,,,,,,,,,1,,4,"VISITAR A CLIENTES ENTREGAR CATALOGOS, RECIBIR Y ENTREGAR PEDIDOS DE P",72,VENDEDORA POR CATALOGO FULLER,VENDEDORA SIN NOMBRE,43,A LA VENTA DE PRODUCTOS DE BELLEZA POR CATALOGO VISITANDO A,2,10005000144501000370411
4,10,005,0001,4450,100189,01,1,1,01,05, 4,711,PROFESOR DE EDUCACION PRIMARIA,2,,,,,1,18,2,,,2,2,1,,1,IMPARTIR CLASES A NIVEL PRIMARIA,13,MAESTRO DE PRIMARIA,ESCUELA PRIMARIA PUBLICA HEROES DE CHAPULTEPEC,61,IMPARTIR EDUCACION A NIVEL PRIMARIA EN UNA ESCUELA PUBLICA,2,10005000144501001890111
4,10,005,0001,4450,100189,02,1,1,01,04, 3,,,,,,,,1,18,2,,,1,1,1,,5,"ATIENDE A CLIENTES, OFRECE SU MERCANCIA Y COBRA",71,COMERCIANTE DE FRUTAS Y VERDURAS,COMERCIANTE SIN NOMBRE,46,A LA VENTA DE FRUTAS Y VERDURAS AL POR MENOR EN UN PUESTO SE,2,10005000144501001890211
4,10,005,0001,4450,100189,03,1,1,01,02, 6,,,,,,,,,,,,,,,1,,1,LAVAR LOS ENVASES EN UNA PURIFICADORA DE AGUA,54,LAVADOR DE ENVASES,AGUA PURIFICADA MARINA,31,PURIFICACION Y VENTA DE AGUA POTABLE EN LAS INSTALACIONES,2,10005000144501001890311
4,10,005,0001,4450,100189,04,1,1,01,04, 3,,,,,,,,1,20,2,,,1,2,1,,1,OPERAR UNA MAQUINA PARA PONERLE PLASTICO A LOS ALAMBRES DE COBRE,53,OPERADOR DE MAQUINA DE PVC 4,DRAKA MAQUILADORA,33,A FABRICAR CABLE AUTOMOTRIZ Y AEREO EN UNA FABRICA,1,10005000144501001890411
4,10,005,0001,4450,100189,05,1,1,01,02, 6,,,,,,,,,,,,,,,1,,1,"LIMPIAR, BARRER Y TRAPEAR EN UN CENTRO COMERCIAL",81,INTENDENTE DE CENTRO COMERCIAL,CENTRO COMERCIAL SORIANA,46,"A LA VENTA DE ABARROTES COMESTIBLES Y NO COMESTIBLES, LACTEO",2,10005000144501001890511
4,10,005,0001,4592,100181,02,1,1,01,07, 5,393,CONTADOR PUBLICO,3,2,1,2,1,1,28,2,,,2,2,1,,4,"ASESORA A PERSONAS FISICAS Y NEGOSIOS EN SU CONTABILIDAD, ADEMAS DE LL",11,CONTADOR PUBLICO,CONTADURIA PUBLICA SIN NOMBRE,54,PRESTA EL SERVICIO DE ASESORIA CONTABLE Y FISCAL A PERSONAS,2,10005000145921001810211
4,10,005,0001,4592,100181,03,1,1,02,02, 3,,,,,,,,,,,,,,,5,5,,,,,,,,,10005000145921001810311
4,10,005,0001,4592,100181,04,1,1,03,02, 3,,,,,,,,,,,,,,,8,5,,,,,,,,,10005000145921001810411
4,10,005,0001,4592,100181,05,1,1,03,04, 3,,,,,,,,1,18,1,2,1,,,4,5,,,,,,,,,10005000145921001810511
4,11,020,0001,0374,110051,01,1,1,02,00, 0,,,,,,,,,,,,,,,5,5,,,,,,,,,11020000103741100510111
4,11,020,0001,0374,110051,02,1,1,01,02, 6,,,,,,,,,,,,,,,1,,2,SUPERVISO EL PROCESO DE PESPUNTE,51,SUPERVISOR,LEYDY LORY,31,ELABORACION DE CALZADO DE PIEL Y SINTETICO PARA DAMA,2,11020000103741100510211
4,11,020,0001,0374,110051,03,1,1,03,04, 1,,,,,,,,1,20,2,,,1,2,2,,4,VENTA DE ARTICULOS USADOS,71,COMERCIANTE,NO TIENE NOMBRE,46,VANTAS DE GARAGE O EN UN TIANGUIS,2,11020000103741100510311
4,11,020,0001,0374,110051,04,1,1,01,02, 3,,,,,,,,,,,,,,,1,,4,"PINTA CASAS, FACHADAS",52,PINTOR DE BROCHA GORDA,NO TIENE NOMBRE,23,PRESTACION DE SERVICIOS A CASAS PARTICULARES TRABAJABOS DE P,2,11020000103741100510411
4,11,020,0001,0374,110051,05,1,1,02,02, 1,,,,,,,,,,,,,,,1,,1,RECOLECTA TORTILLAS EN UNA TORTILLERIA,54,AYUDANTE DE TORTILLERIA,TORTILLERIA LA SAN JUANITA,31,ELABORACION DE TORTILLAS DE MAIZ Y A SU COMERCIALIZACION,2,11020000103741100510511
4,11,020,0001,0406,110440,01,1,1,01,03, 3,,,,,,,,,,,,,,,1,,1,ATENCION AL CLIENTE PROMOVER LOS VESTIDOS Y MOSTRAR MERCANCIA,71,VENDEDORA,GRUPO JOYA,31,CONFECCION Y VENTA DE VESTIDOS PARA NOVIA EN UN LOCAL,2,11020000104061104400111
4,11,020,0001,0406,110440,02,1,1,02,07, 5,374,LICENCIATURA EN DERECHO,3,1,1,1,1,2,22,2,,,1,2,1,,1,SUPERVICION SEGUIMIENTO DE ACUERDOS ORGANISACION Y ANALISIS,61,ASISTENCIA SOCIAL SUBDIRECCION DE SEGUIMIENTO Y COORDINACION,DIRECCION GENERAL DE REABILITACION Y ASISTENCIA SOCIAL ENDIF,62,INSTITUCION PUBLICA,2,11020000104061104400211
4,11,020,0001,0406,110440,03,1,1,01,00, 0,,,,,,,,,,,,,,,1,,1,"BARRER, TRAPEAR PISOS, LAVAR TAZAS DE BAÑO Y APLICAR AROMATIZANTE EN L",81,LIMPIEZA DE BAÑOS,CENTRO COMERCIAL ALLENDE,81,PRESTACION DE SERVICIOS SANITARIOS AL PUBLICO EN GENERAL EN,2,11020000104061104400311
4,11,020,0001,0406,110440,04,1,1,01,08, 2,574,AMPARO,4,2,2,2,2,2,42,2,,,2,2,1,,1,ATENCION A USUARIOS,21,COORDINADOR ESTATAL DE LA UNIDAD DEL MENOR,DIF ESTATAL DE GUANAJUATO,62,ATENCION A ASISTENCIA SOCIAL,1,11020000104061104400411
4,11,020,0001,0406,110440,05,1,1,02,02, 6,,,,,,,,,,,,,,,1,,1,"SUPERVICION, CORDINACION T DIRECCION DE LAS ACTIVIDADES DE LOS OBREROS",51,ENCARGADO DE PERSONAL,CALZADO MOONHES,31,FABRICACION Y VENTA DE CALZADO DE PIEL EXOTICA EN UNA FABRIC,2,11020000104061104400511
4,11,020,0001,0478,110073,02,1,1,02,00, 0,,,,,,,,,,,,,,,5,5,,,,,,,,,11020000104781100730211
4,11,020,0001,0478,110073,03,1,1,01,04, 3,,,,,,,,1,19,2,,,2,1,1,,1,SUPERVICION DE CONTROL DE CALIDAD DE PRODUCTO ELABORADO,51,ENCARGADO FABRICACION DE PRODUCTO,PRODUCTOS SEPA,32,COMERCIALIZACION Y FABRICACION ADHESIVOS,2,11020000104781100730311
4,11,020,0001,0478,110073,04,1,1,01,02, 2,,,,,,,,,,,,,,,7,,,,,,,,,,11020000104781100730411
4,11,020,0001,0478,110073,05,1,1,01,02, 3,,,,,,,,,,,,,,,1,,2,UNIR LAS PIEZAS DEL CALZADO DE PIEL UTILIZANDO MAQUINA DE PESPUNTAR,52,PESPUNTADOR DE CALZADO,NO TIENE NOMBRE,31,FABRICAICON Y VENTA DE CALZADO DE PIEL EN LOCAL,2,11020000104781100730511
4,11,020,0001,068A,110276,01,1,1,02,06, 3,183,CONTADOR PRIVADO,2,,,,,2,18,2,,,2,1,1,,6,,,,,,,,110200001068A1102760111
4,11,020,0001,068A,110276,02,1,1,03,02, 6,,,,,,,,,,,,,,,2,,1,OFICIAL DE ALBAÑILERIA CORDINA TODO LO QUE SE REALIZA EN UNA OBRA,52,ALBAÑIL,NO TIENE NOMBRE,23,A LA CONSTRUCCION DE CASAS HABITACION,2,110200001068A1102760211
4,11,020,0001,068A,110276,03,1,1,03,06, 2,191,TECNICA EN EDUCACION,2,,,,,2,45,2,,,1,2,1,,1,EMPLEADA DE MOSTRADOR ATENDIENDO PERSONAS,71,EMPLEADA DE MOSTRADOR,NOVIAS VERSALLES,46,VENTA DE ROPA,2,110200001068A1102760311
4,11,020,0001,068A,110276,05,1,1,01,02, 3,,,,,,,,,,,,,,,6,2,2,MONTAR ZAPATO,52,MONTADOR DE ZAPATO,NO SABE,33,ELABORACION DE CALZADO ORTOPEDICO DE NIÑO,2,110200001068A1102760511
4,11,020,0001,0694,110250,01,1,1,01,03, 2,,,,,,,,,,,,,,,1,,4,"trabajos de afilador, afilar todo tipo de herramientas de corte",52,maestro afilador,no tiene nombre,81,realiza trabajos de afilar herramientas cortantes,2,11020000106941102500111
4,11,020,0001,0694,110250,02,1,1,02,02, 5,,,,,,,,,,,,,,,5,2,4,realizar labores de limpieza,81,afanadora,en una relojeria sin nombre,81,reparacion y venta de relojes,3,11020000106941102500211
4,11,020,0001,0694,110250,03,1,3,01,02, 2,,,,,,,,,,,,,,,6,5,,,,,,,,,11020000106941102500313
4,11,020,0001,0694,110250,03,2,3,02,00, 0,,,,,,,,,,,,,,,1,,2,cortar deshebrar y empacar concerniente a las mochilas,54,preliminar,masimex,31,maquilar toda clase de mochilas y bolsas,3,11020000106941102500323
4,11,020,0001,0694,110250,03,3,3,01,03, 2,,,,,,,,,,,,,,,1,,4,arrimar material hacer mezcla pegar tabique armar castillos,52,albañil,no tiene nombre,23,a la reparacion y construccion de viviendas en el domicilio,2,11020000106941102500333
4,11,020,0001,0694,110250,04,1,1,01,02, 3,,,,,,,,,,,,,,,1,,5,articulos de piel vende y comercializa,52,talabartero,creaciones alan,31,elaboracion de articulos de piel,2,11020000106941102500411
4,11,020,0001,0694,110250,05,1,1,02,00, 0,,,,,,,,,,,,,,,6,5,,,,,,,,,11020000106941102500511
4,11,020,0001,0730,110514,01,1,1,02,04, 3,,,,,,,,2,19,2,,,2,1,1,,1,"SUPERVISOR LLEVAR CONTROL DE ZAPATERIA VENTAS, INVENTARIOS ENTRADAS Y",21,GERENTE DE ZAPATERIA 3 HERMANOS,3 HERMANOS ZAPATERIA,31,HECHURA Y VENTA DE ZAPATOS,2,11020000107301105140111
4,11,020,0001,0730,110514,03,1,1,02,04, 3,,,,,,,,1,23,2,,,2,1,5,5,,,,,,,,,11020000107301105140311
4,11,020,0001,0730,110514,04,1,1,02,04, 3,,,,,,,,1,19,2,,,1,2,1,,5,ATENCION A CLIENTES Y COMERCIALIZACION DE REPRODUCTORES VENTA DE MEMOR,71,EJECUTIVO DE VENTAS,ZONY COLORS,46,COMERCIALIZACION DE PRODUCTOS PARA COMPUTADORA COMO MEMORIAS,1,11020000107301105140411
4,11,020,0001,0730,110514,05,1,1,03,02, 6,,,,,,,,,,,,,,,1,,4,preparacion de alimentos de tacos y tortas bistec y chotizo,52,cooperativa de la escuela,colegio la esperanza,46,"educacion a nivel preescolar, primaria y secundaria",2,11020000107301105140511
4,11,020,0001,0745,110135,01,1,1,08,04, 3,,,,,,,,2,18,1,1,1,,,4,5,,,,,,,,,11020000107451101350111
4,11,020,0001,0745,110135,02,1,1,01,03, 3,,,,,,,,,,,,,,,1,,1,realiza los cobros a clientes y hacer cortes de caja,62,cajera,farmacias de similares,46,venta de medicamentos,3,11020000107451101350211
4,11,020,0001,0745,110135,03,1,1,01,02, 6,,,,,,,,,,,,,,,5,5,,,,,,,,,11020000107451101350311
4,11,020,0001,0745,110135,04,1,1,02,00, 0,,,,,,,,,,,,,,,1,,4,atender y cobrar las mercancias de su puesto,72,comerciante,no tiene nombre,46,venta de dulces en la via publica puesto ambulante,2,11020000107451101350411
4,11,020,0001,0887,110448,01,1,1,02,07, 5,355,PSICOLOGIA,3,2,2,2,2,1,21,1,2,2,,,1,,1,RECEPCION DE LLAMADAS DE ESTADOS UNIDOS Y AMERICA DEL SUR EN ATENCION,71,ASESOR COMERCIAL,TELETECH,46,COMERCIALIZACION Y VENTAS POR TELEFONO,2,11020000108871104480111
4,11,020,0001,0887,110448,02,1,1,02,07, 5,403,LICENCIATURA EN EDUCACION,3,1,1,1,1,1,30,1,1,2,,,1,,1,DOCENCIA Y SUPERVISION ESCOLAR,61,PROFESOR,SEG SECRETARIA DE EDUCACION DE GUANAJUATO,61,DOCENCIA,1,11020000108871104480211
4,11,020,0001,0887,110448,03,1,1,01,04, 3,,,,,,,,1,18,2,,,2,1,1,,4,"ELABORACION DE EMPANADAS, MERMELADA DE ELOTE, PICADILLO, RAJAS, CHAMPI",54,AYUDANTE DE COCINA,NO TIENE NOMBRE,31,ELABORACION DE EMPANADAS DE DIFERENTES PRODUCTOS PARA SU VEN,2,11020000108871104480311
4,11,020,0001,0887,110448,05,1,1,01,02, 4,,,,,,,,,,,,,,,1,,4,COMERCIALIZACION Y ACOMODAMIENTO DE CUEROS DE RES PARA ZAPATO,71,COMISIONISTA EN VENTA DE CUERO,SIN NOMBRE,31,COMPRA DE CUERO CURTIDO DE RES PARA LA FABRICACION DE ZAPATO,2,11020000108871104480511
4,11,020,0001,1067,110519,01,1,1,01,02, 6,,,,,,,,,,,,,,,6,1,4,CORTANDO PIEL PARA ELABORAR BOTA Y LA PESPUNTA,52,FABRICANTE DE BOTA VAQUERA,NO TIENE NOMBRE,31,FABRICACION DE BOTAS VAQUERAS DE PIEL E IMITACION EN SU HOGA,2,11020000110671105190111
4,11,020,0001,1067,110519,02,1,1,01,03, 3,,,,,,,,,,,,,,,1,,1,REPARTE PAQUETERIA LOCAL EN LEON,81,ESTIBADOR,TRANSPORTES LEON-MEXICO,48,FLETES Y ENVIOS DE MERCANCIA EN GENERAL,3,11020000110671105190211
4,11,020,0001,1067,110519,03,1,1,02,03, 3,,,,,,,,,,,,,,,1,,1,HACE LIMPIEZA DE OFICINA,81,AFANADORA,NO TIENE NOMBRE,54,PRESTACION DE SERVICIOS PARA ASUNTOS JURIDICOS,2,11020000110671105190311
4,11,020,0001,1067,110519,05,1,1,01,02, 2,,,,,,,,,,,,,,,6,5,,,,,,,,,11020000110671105190511
4,11,020,0001,1457,110025,01,1,1,01,02, 6,,,,,,,,,,,,,,,6,5,,,,,,,,,11020000114571100250111
4,11,020,0001,1457,110025,02,1,1,01,03, 3,,,,,,,,,,,,,,,1,,4,vende ropa para la familia en general,71,vendedor,no tiene nombre,46,comercializacion de ropa para la familia,2,11020000114571100250211
4,11,020,0001,1457,110025,03,1,1,01,03, 3,,,,,,,,,,,,,,,6,5,,,,,,,,,11020000114571100250311
4,11,020,0001,1457,110025,04,1,1,02,07, 2,355,lic. en psicologia,3,1,1,1,1,2,19,1,2,2,,,4,5,,,,,,,,,11020000114571100250411
4,11,020,0001,1457,110025,05,1,1,03,07, 5,392,lic. en administracion,3,2,2,2,1,1,23,2,,,2,2,1,,1,realiza auditorias a patrones de tipo contable,12,auditor,imss,93,prestacion de servicios de salud publica,3,11020000114571100250511
4,11,020,0001,2046,110432,01,1,1,01,02, 6,,,,,,,,,,,,,,,1,,4,trabajos de carpinteria en general,52,carpintero,no tiene nombre,33,preparacion y elaboracion de muebles de madera en general,2,11020000120461104320111
4,11,020,0001,2046,110432,02,1,1,02,03, 3,,,,,,,,,,,,,,,5,5,,,,,,,,,11020000120461104320211
4,11,020,0001,2046,110432,03,1,1,01,03, 3,,,,,,,,,,,,,,,6,5,,,,,,,,,11020000120461104320311
4,11,020,0001,2046,110432,04,1,1,02,02, 6,,,,,,,,,,,,,,,5,5,,,,,,,,,11020000120461104320411
4,11,020,0001,2046,110432,05,1,1,02,03, 3,,,,,,,,,,,,,,,1,,1,repartir productos de casa en casa (yakult),71,vendedor comisionista,yakult,31,elaboracion de productos lacteos y derivados,1,11020000120461104320511
4,11,020,0001,239A,110004,01,1,1,02,04, 3,,,,,,,,1,47,2,,,2,2,1,,1,enseñar y alfabetizar a los adultos alfa primaria y secundaria,13,asesora del inea,plaza comunitaria santa julia del inea,61,imparticion de educacion basica para los adultos,3,110200001239A1100040111
4,11,020,0001,239A,110004,02,1,1,08,02, 3,,,,,,,,,,,,,,,5,5,,,,,,,,,110200001239A1100040211
4,11,020,0001,239A,110004,04,1,1,02,02, 5,,,,,,,,,,,,,,,5,5,,,,,,,,,110200001239A1100040411
4,11,020,0001,239A,110004,05,1,1,05,02, 6,,,,,,,,,,,,,,,5,5,,,,,,,,,110200001239A1100040511
4,11,020,0001,2440,110356,01,1,1,02,02, 4,,,,,,,,,,,,,,,1,,4,"recoleccion de carton, aluminio y pet",72,recolector,no tiene nombre,56,recoleccion de materiales reciclables,2,11020000124401103560111
4,11,020,0001,2440,110356,02,1,1,04,02, 6,,,,,,,,,,,,,,,2,,1,"destroncar, afinar y clavar para acabados de calzado del hombre",53,acabador,corporacion anglogar,31,fabricacion de calzado para caballero,3,11020000124401103560211
4,11,020,0001,2440,110356,03,1,1,04,03, 2,,,,,,,,,,,,,,,5,2,4,"cortar cabello, tintes, rayos y faciales",81,estilista,estilingd karol,81,presta servicios de corte de cabello y tratamientos capilare,2,11020000124401103560311
4,11,020,0001,2440,110356,04,1,2,02,00, 0,,,,,,,,,,,,,,,5,5,,,,,,,,,11020000124401103560412
4,11,020,0001,2440,110356,04,2,2,01,02, 6,,,,,,,,,,,,,,,1,,1,preparar amasar coser adornar y elaborar pan de todo tipo,52,panadero,panaderia hermanos hernandez,31,a la elaboracion de todo tipo de pan,2,11020000124401103560422
4,11,020,0001,2440,110356,05,1,1,07,02, 6,,,,,,,,,,,,,,,1,,1,empaca los zapatos de caballero en sus respectivas cajas,54,ancajilladora,no tiene nombre,31,fabrica zapatos de caballero,2,11020000124401103560511
4,11,020,0001,2510,110366,01,1,2,02,02, 3,,,,,,,,,,,,,,,5,5,,,,,,,,,11020000125101103660112
4,11,020,0001,2510,110366,01,2,2,01,04, 1,,,,,,,,2,16,2,,,2,1,1,,1,DESCARGAR EL TRAILER DE PAN Y REPARTIRLO EN LAS UNIDADES DE REPARTO,62,DESPACHADOR DE PRODUCTO,BIMBO,43,ELABORACION Y REPARTO DE PAN,3,11020000125101103660122
4,11,020,0001,2510,110366,02,1,1,01,02, 6,,,,,,,,,,,,,,,6,5,,,,,,,,,11020000125101103660211
4,11,020,0001,2510,110366,03,1,1,01,07, 5,331,INGENIERO AGRONOMO ZOOTECNISTA,3,1,1,1,1,3,24,2,,,2,1,1,,4,TRANSPORTA PERSONAS DE UN LUGAR A OTRO,55,TAXISTA,NO TIENE NOMBRE,48,PRETA SERVICIO DE TRASLADO DE PERSONAS,2,11020000125101103660311
4,11,020,0001,2510,110366,04,1,2,02,08, 2,601,MAESTRIA EN EDUCACION PRIMARIA,4,1,1,1,1,2,60,2,,,2,2,6,5,,,,,,,,,11020000125101103660412
4,11,020,0001,2510,110366,04,2,2,01,02, 4,,,,,,,,,,,,,,,1,,1,realiza todo tipo de trabajos de carpinteria en general,52,carpintero,no tiene nombre,23,a la construccion de casas y acabados,2,11020000125101103660422
4,11,020,0001,2510,110366,05,1,1,01,02, 3,,,,,,,,,,,,,,,1,,1,barrer el local y vigilar la entrada de los obreros y proveedores de m,83,vigilante,panaderia saldaña,31,elaboracion de pan de todo tipo casero,1,11020000125101103660511
4,11,020,0001,2582,110246,01,1,2,01,02, 2,,,,,,,,,,,,,,,1,,1,preparacion de alimentos,52,taquero,taqueria 2x3,72,preparacion y venta de tacos en un local comercial,2,11020000125821102460112
4,11,020,0001,2582,110246,01,2,2,02,02, 4,,,,,,,,,,,,,,,5,5,,,,,,,,,11020000125821102460122
4,11,020,0001,2582,110246,02,1,1,02,02, 5,,,,,,,,,,,,,,,5,5,,,,,,,,,11020000125821102460211
4,11,020,0001,2582,110246,03,1,1,03,04, 1,,,,,,,,1,18,2,,,2,1,1,,1,jefe de almacen inventarios entradas y salidas de almacen pedidos de p,61,jefe de almacen,centro de conectividad,46,venta y comercializacion de productos de comunicacion telefo,2,11020000125821102460311
4,11,020,0001,2582,110246,04,1,1,03,03, 3,,,,,,,,,,,,,,,1,,1,"lavar, planchar, barrer, trapear y preparacion de alimentos",82,trabajadora domestica,trabajadora domestica,81,hogar con trabajadores domesticos,2,11020000125821102460411
4,11,020,0001,2582,110246,05,1,1,02,00, 0,,,,,,,,,,,,,,,1,,1,"limpieza, lavar, planchar, hacer de comer, cuidar a bebe",82,trabajadora domestica,trabajadora domestica,81,hogar con trabajadores domesticos,2,11020000125821102460511
4,11,020,0001,2898,110170,01,1,1,01,04, 3,,,,,,,,2,19,2,,,2,1,1,,1,supervisor checar equipos de medicion de luz,51,verificador calibrador de medidores de luz,c.f.e. comision federal de electricidad,22,distribucion y comercializacion y venta de energia electrica,1,11020000128981101700111
4,11,020,0001,2898,110170,02,1,1,01,02, 4,,,,,,,,,,,,,,,1,,2,pespuntar cortes coser para zapato casual y escolar de hombre,53,pespuntador,calzado duglas,31,fabricacion de calzado para caballero y escolar,2,11020000128981101700211
4,11,020,0001,2898,110170,03,1,1,02,04, 3,,,,,,,,2,19,2,,,2,1,1,,1,"continuista en la radio, clasificacion de comerciales",14,continuista en la radio,radiorama bajio,51,prestacion de servicios de publicidad y proporcionar entrete,2,11020000128981101700311
4,11,020,0001,2898,110170,04,1,1,02,02, 6,,,,,,,,,,,,,,,5,5,,,,,,,,,11020000128981101700411
4,11,020,0001,2898,110170,05,1,1,01,07, 5,355,psicologia educativa licenciatura en educacion med,3,1,1,1,1,2,30,1,2,2,,,1,,1,docencia a nivel preparatoria,13,profesor a nivel medio superior en escuela publica,colegio nacional de matematicas,61,imparticion de la educacion a nivel bachillerato abierto,2,11020000128981101700511
4,11,020,0001,3133,110465,01,1,1,02,03, 3,,,,,,,,,,,,,,,5,5,,,,,,,,,11020000131331104650111
4,11,020,0001,3133,110465,02,1,1,02,03, 3,,,,,,,,,,,,,,,5,5,,,,,,,,,11020000131331104650211
